"","BirdID","BloodID","NotSure","Objective","PlateID","U_PlateID","CqGAPDH","EffGAPDH","DiffGAPDH","CqTelomere","EffTelomere","DiffTelomere","RTL","Whodunnit","obsno","CatchID","BloodSource","Status","OccasionDate","Island","birthyear","birthday","occasionyear","age_year","age_date","AveAge","WithinAge","BirthFieldPeriodID","SexEstimate","OccasionID","TerritoryID","FieldPeriodID","Year","TerritoryNumber","TQ","TQcorrected","newstat","avg_invert","RTL_z","lifespan","newlifespan"
"1096",3507,578,1555,4,21,"4_21",22.993,1.937,0.044,12.369,1.728,0.217,0.8,"EB",1,3925,"A","BrF","2005-07-29","CN",2004,"2004-07-30",2005,1,364,1.66666666666667,-0.666666666666667,34,0,1643,144,37,NA,NA,NA,NA,"Dom",3.84936357792857,-0.263388925590511,3349,3134
"1097",3509,579,3159,8,13,"8_13",24.5465,1.9255,0.029,18.282,1.8075,0.182,0.66,"EAF",1,3927,"A","OFL","2005-07-29","CN",2005,"2005-05-01",2005,0,89,0,0,37,0,1643,138,37,NA,NA,NA,NA,"Sub",3.84936357792857,-0.629707907973782,224,224
"1098",3510,592,3735,8,4,"8_4",22.87,1.9115,0.026,15.7045,1.8065,0.003,0.88,"EAF",1,3928,"A","OFL","2005-08-02","CN",2005,"2005-04-05",2005,0,119,0,0,37,0,1660,39,37,NA,NA,NA,NA,"Sub",3.84936357792857,-0.0540637928000708,250,250
"1099",3511,574,3055,7,46,"7_46",23.3965,1.9255,0.113,15.919,1.8665,0.04,0.72,"EAF",1,3929,"A","OFL","2005-07-31","CN",2005,"2005-04-03",2005,0,119,0,0,37,1,1649,94,37,NA,NA,NA,NA,"Sub",3.84936357792857,-0.472714058380951,252,252
"1100",3511,2905,1615,4,26,"4_26",24.98633333,1.968666667,0.405,14.25666667,1.792666667,0.184,1.72,"EB",1,5260,"A","ABX","2005-11-27","CN",2005,"2005-04-03",2005,0,238,0,0,37,1,1764,113,54,NA,NA,NA,NA,"Sub",NA,2.14385010149955,252,252
"1101",3513,580,3260,8,18,"8_18",22.797,1.974,0.004,14.848,1.795,0.076,1.39,"EAF",1,3931,"A","OFL","2005-08-03","CN",2005,"2005-04-06",2005,0,119,0,0,37,0,1663,63,37,NA,NA,NA,NA,"Sub",3.84936357792857,1.28038392873899,514,514
"1102",3514,2841,3167,8,14,"8_14",24.29,1.868,0.11,16.4875,1.7965,0.033,1.67,"EAF",1,5226,"A","ABX","2005-11-18","CN",2005,"2005-06-08",2005,0,163,0,0,37,0,1749,54,54,NA,NA,NA,NA,"Sub",NA,2.01302189350553,451,451
"1103",3515,2984,3123,8,12,"8_12",23.1205,1.9565,0.007,16.3525,1.83,0.379,1.18,"EAF",2,5333,"A",NA,"2006-03-20","CN",2005,"2005-04-03",2006,1,351,3,-2,37,1,1826,66,74,NA,NA,NA,NA,NA,NA,0.73090545516408,1811,1811
"1104",3515,4276,3130,8,12,"8_12",23.8865,1.9035,0.069,16.47,1.816,0.316,1.81,"EAF",1,6685,"A","BrM","2009-06-15","CN",2005,"2005-04-03",2009,4,1534,3,1,37,1,2397,57,92,2009,41,11107.13365,11107.13365,"Dom",4.5509424385,2.3793408758888,1811,1811
"1105",3515,4051,3091,8,10,"8_10",23.058,1.9685,0.01,15.6055,1.856,0.133,1.03,"EAF",1,6433,"A","BrM","2009-01-18","CN",2005,"2005-04-03",2009,4,1386,3,1,37,1,2280,57,90,2009,41,10368.83373,10368.83373,"Dom",3.28909595685714,0.338420831182005,1811,1811
"1106",3516,3177,3789,8,6,"8_6",23.456,1.91,0.074,15.1925,1.7855,0.059,1.69,"EAF",1,5552,"A","H","2006-08-12","CN",2005,"2005-04-18",2006,1,481,0.5,0.5,37,0,1918,79,75,2006,53,11265.55527,11265.55527,"Sub",3.14873123264286,2.06535317670314,1971,1971
"1107",3516,625,3303,8,20,"8_20",22.4855,1.964,0.013,14.7265,1.815,0.013,1.35,"EAF",1,3934,"A","OFL","2005-08-15","CN",2005,"2005-04-18",2005,0,119,0.5,-0.5,37,0,1688,112,37,NA,NA,NA,NA,"Sub",3.84936357792857,1.17572136234377,1971,1971
"1108",3517,4168,3642,8,36,"8_36",23.0445,1.941,0.135,16.565,1.7925,0.434,0.73,"EAF",1,6560,"A","BrF","2008-07-24","CN",2005,"2005-08-05",2008,3,1084,2.5,0.5,37,0,2175,168,87,2008,111,50246.56241,50246.56241,"Dom",2.59212595028571,-0.446548416782146,2613,2613
"1109",3517,3774,2375,6,28,"6_28",22.5745,2.024,0.039,12.5745,1.7865,0.129,0.67,"EAF",2,6137,"A","BrF","2007-07-23","CN",2005,"2005-08-05",2007,2,717,2.5,-0.5,37,0,2225,168,82,2007,111,7340.22843,7340.22843,"Dom",2.00111878428571,-0.603542266374976,2613,2613
"1110",3518,3326,2218,6,19,"6_19",23.167,1.922,0.058,12.989,1.764,0.098,1.13,"EAF",1,5681,"A","BrF","2007-01-13","CN",2005,"2005-08-05",2007,2,526,3.4,-1.4,37,0,1969,101,77,NA,NA,NA,NA,"Dom",2.69293973207143,0.600077247170055,3133,2978
"1111",3518,2977,2795,7,34,"7_34",23.288,1.881,0.004,15.312,1.84,0.388,1.12,"EAF",1,5326,"A",NA,"2006-03-16","CN",2005,"2005-08-05",2006,1,223,3.4,-2.4,37,0,1823,72,74,NA,NA,NA,NA,NA,NA,0.57391160557125,3133,2978
"1112",3518,4094,3092,8,10,"8_10",23.4245,1.954,0.127,15.615,1.818,0.234,1.29,"EAF",1,6482,"A","BrF","2009-02-09","CN",2005,"2005-08-05",2009,4,1284,3.4,0.6,37,0,2303,101,90,2009,69,64559.36495,64559.36495,"Dom",3.28909595685714,1.01872751275094,3133,2978
"1113",3518,4697,2362,6,27,"6_27",23.3555,1.902,0.109,13.2755,1.702,0.061,0.78,"EAF",1,7183,"A","BrF","2011-07-04","CN",2005,"2005-08-05",2011,6,2159,3.4,2.6,37,0,3533,101,105,2011,69,9671.959799,9671.959799,"Dom",9.22112790171429,-0.315720208788121,3133,2978
"1114",3518,4351,2317,6,24,"6_24",23.326,1.937,0.058,14.4335,1.8105,0.103,0.52,"EAF",1,6772,"A","BrF","2009-08-14","CN",2005,"2005-08-05",2009,4,1470,3.4,0.6,37,0,2512,101,92,2009,69,14933.08945,14933.08945,"Dom",4.5509424385,-0.996026890357052,3133,2978
"1115",3519,4564,2560,7,20,"7_20",22.9805,1.921,0.035,15.6505,1.8045,0.303,0.64,"EAF",1,7033,"A","BrM","2010-07-05","CN",2005,"2005-08-07",2010,5,1793,3,2,37,1,3409,14,104,2010,9,17585.27507,17585.27507,"Dom",3.4374523775,-0.682039191171392,1860,1860
"1116",3519,3901,1118,3,71,"3_71",25.18166667,1.924,0.371,15.41466667,1.816,0.119,0.51,"EB",1,6271,"A","BrM","2008-01-19","CN",2005,"2005-08-07",2008,3,895,3,0,37,1,2243,12,85,NA,NA,NA,NA,"Dom",1.83148956078571,-1.02219253195586,1860,1860
"1117",3519,3847,1116,3,71,"3_71",22.92933333,1.991666667,0.282,11.68933333,1.821,0.281,1.08,"EB",1,6218,"A","BrM","2007-08-30","CN",2005,"2005-08-07",2007,2,753,3,-1,37,1,2237,12,82,2007,7,5799.459908,5799.459908,"Dom",2.00111878428571,0.46924903917603,1860,1860
"1118",3519,3805,2377,6,28,"6_28",21.9145,1.9265,0.129,11.7895,1.764,0.001,0.7,"EAF",2,6175,"A","BrM","2007-08-14","CN",2005,"2005-08-07",2007,2,737,3,-1,37,1,2230,12,82,2007,7,5799.459908,5799.459908,"Dom",2.00111878428571,-0.525045341578562,1860,1860
"1119",3520,616,4425,9,33,"9_33",23.085,1.975,0.07,15.4865,1.803,0.089,1.19,"EAF",1,3938,"A","OFL","2005-08-14","CN",2005,"2005-04-17",2005,0,119,0.5,-0.5,37,0,1686,32,37,NA,NA,NA,NA,"Sub",3.84936357792857,0.757071096762885,503,503
"1120",3520,3123,3210,8,16,"8_16",23.32,1.913,0.082,16.35,1.7795,0.068,0.86,"EAF",1,5509,"A","BrF","2006-07-25","CN",2005,"2005-04-17",2006,1,464,0.5,0.5,37,0,1880,2,75,2006,1.1,13373.55464,13373.55464,"Dom",3.14873123264286,-0.106395075997681,503,503
"1121",3564,617,3511,8,3,"8_3",22.8615,1.939,0.015,15.8115,1.8155,0.033,0.95,"EAF",1,4328,"A","OFL","2005-08-18","CN",2005,"2005-04-21",2005,0,119,0,0,37,1,1696,116,37,NA,NA,NA,NA,"Sub",3.84936357792857,0.129095698391564,878,878
"1122",3567,610,2959,7,41,"7_41",23.4675,1.8755,0.017,15.9625,1.815,0.001,0.8,"EAF",1,4331,"A","ABX","2005-08-18","CN",2004,"2004-12-22",2005,1,239,4.5,-3.5,35,0,1695,58,37,NA,NA,NA,NA,"Sub",3.84936357792857,-0.263388925590511,3725,3573
"1123",3567,5381,3674,8,37,"8_37",23.6745,1.8985,0.105,17.347,1.7985,0.036,0.6,"EAF",1,8023,"A","BrF","2012-09-15","CN",2004,"2004-12-22",2012,8,2824,4.5,3.5,35,0,4381,83,116,2012,56,9797.918884,9797.918884,"Dom",4.47840260407143,-0.786701757566612,3725,3573
"1124",3567,4591,3745,8,40,"8_40",23.474,1.9115,0.024,17.0015,1.7755,0.465,0.56,"EAF",1,7060,"A","BrF","2010-07-22","CN",2004,"2004-12-22",2010,6,2038,4.5,1.5,35,0,3447,83,104,2010,56,24896.5355,24896.5355,"Dom",3.4374523775,-0.891364323961832,3725,3573
"1125",3567,3314,2822,7,35,"7_35",23.5565,1.926,0.023,17.056,1.794,0.31,0.4,"EAF",1,5676,"A","BrF","2007-01-10","CN",2004,"2004-12-22",2007,3,749,4.5,-1.5,35,0,1964,83,77,NA,NA,NA,NA,"Dom",2.69293973207143,-1.31001458954271,3725,3573
"1126",3569,3141,2253,6,21,"6_21",23.5445,1.8905,0.047,13.8635,1.77,0.121,0.73,"EAF",1,5523,"A","BrF","2006-08-05","CN",2005,"2005-08-11",2006,1,359,2,-1,37,0,1904,25,75,2006,19,8895.798667,8895.798667,"Dom",3.14873123264286,-0.446548416782146,1856,1856
"1127",3569,3976,2826,7,35,"7_35",24.3295,1.874,0.085,17.4595,1.81,0.209,0.52,"EAF",1,6348,"A","BrF","2008-07-17","CN",2005,"2005-08-11",2008,3,1071,2,1,37,0,2165,407,87,2008,126,1942.592225,1942.592225,"Dom",2.59212595028571,-0.996026890357052,1856,1856
"1128",3570,3321,2217,6,19,"6_19",23.339,1.94,0.008,13.223,1.7685,0.072,1.1,"EAF",1,5679,"A","BrM","2007-01-12","CN",2005,"2005-08-17",2007,2,513,2,0,37,1,1967,92,77,NA,NA,NA,NA,"Dom",2.69293973207143,0.52158032237364,760,760
"1129",3572,3346,2220,6,19,"6_19",23.4645,1.8895,0.029,13.787,1.7535,0.102,0.87,"EAF",1,5690,"A","FLOAT","2007-01-22","CN",2005,"2005-08-15",2007,2,525,2,0,37,1,1976,30,77,NA,NA,NA,NA,"Sub",2.69293973207143,-0.0802294343988758,1119,1119
"1130",3573,3207,1334,3,89,"3_89",23.485,1.856333333,0.237,13.42166667,1.738666667,0.207,0.62,"EB",1,5573,"A","ABX","2006-08-21","CN",2005,"2005-08-15",2006,1,371,1,0,37,1,1930,168,75,2006,111,13663.31448,13663.31448,"Sub",3.14873123264286,-0.734370474369002,383,383
"1131",3574,3921,2380,6,28,"6_28",23.2465,1.8915,0.127,13.928,1.708,0.054,0.52,"EAF",2,6292,"A","BrF","2008-01-28","CN",2005,"2005-08-17",2008,3,894,4.8,-1.8,37,0,2141,137,85,NA,NA,NA,NA,"Dom",1.83148956078571,-0.996026890357052,3857,3857
"1132",3574,4259,2383,6,28,"6_28",22.2335,1.9085,0.045,12.4555,1.6945,0.083,0.59,"EAF",1,6655,"A","BrF","2008-08-19","CN",2005,"2005-08-17",2008,3,1098,4.8,-1.8,37,0,2384,137,87,2008,93,12711.9407,12711.9407,"Dom",2.59212595028571,-0.812867399165417,3857,3857
"1133",3574,4514,2607,7,24,"7_24",23.1935,1.9685,0.093,15.472,1.8255,0.344,0.97,"EAF",1,6975,"A","BrF","2010-02-14","CN",2005,"2005-08-17",2010,5,1642,4.8,0.2,37,0,3308,137,103,NA,NA,NA,NA,"Dom",2.94367555457143,0.181426981589174,3857,3857
"1134",3574,4110,1057,3,65,"3_65",24.58833333,1.973,0.458,14.30966667,1.755666667,0.048,0.67,"EB",1,6498,"A","BrF","2009-02-13","CN",2005,"2005-08-17",2009,4,1276,4.8,-0.8,37,0,2308,137,90,2009,93,39576.92969,39576.92969,"Dom",3.28909595685714,-0.603542266374976,3857,3857
"1135",3574,5916,2708,7,29,"7_29",23.146,1.9345,0.236,16.116,1.8255,0.336,0.62,"EAF",1,8676,"A","BrF","2014-06-27","CN",2005,"2005-08-17",2014,9,3236,4.8,4.2,37,0,9282,137,125,2014,93,10371.82121,10371.82121,"Dom",4.45790002828571,-0.734370474369002,3857,3857
"1136",3576,3926,3257,8,18,"8_18",23.151,1.983,0.048,15.718,1.8165,0.026,1.07,"EAF",1,6297,"A","BrM","2008-01-31","CN",2005,"2005-08-21",2008,3,893,2,1,37,1,2142,39,85,NA,NA,NA,NA,"Dom",1.83148956078571,0.443083397577225,1671,1671
"1137",3576,3181,2864,7,37,"7_37",23.595,1.94,0.042,15.996,1.843,0.232,1.01,"EAF",1,5556,"A","BrM","2006-08-13","CN",2005,"2005-08-21",2006,1,357,2,-1,37,1,1919,403,75,2006,124,7972.473429,7972.473429,"Dom",3.14873123264286,0.286089547984395,1671,1671
"1138",3576,3302,2216,6,19,"6_19",23.1885,1.9185,0.153,12.856,1.7655,0.098,1.23,"EAF",1,5672,"A","BrM","2007-01-08","CN",2005,"2005-08-21",2007,2,505,2,0,37,1,1959,403,77,NA,NA,NA,NA,"Dom",2.69293973207143,0.861733663158105,1671,1671
"1139",3578,3129,1306,3,87,"3_87",25.02766667,1.847666667,0.193,13.69066667,1.750666667,0.407,1,"EB",1,5516,"A","ABX","2006-07-27","CN",2005,"2005-08-17",2006,1,344,1,0,37,1,1882,116,75,2006,81,15598.95477,15598.95477,"Sub",3.14873123264286,0.25992390638559,1117,1117
"1140",3578,3139,2467,6,33,"6_33",23.863,1.9395,0.122,14.3505,1.772,0.051,0.92,"EAF",1,5515,"A","ABX","2006-08-02","CN",2005,"2005-08-17",2006,1,350,1,0,37,1,1895,116,75,2006,81,15598.95477,15598.95477,"Sub",3.14873123264286,0.0505987735951495,1117,1117
"1141",3580,3788,2291,6,23,"6_23",22.87,1.906,0.106,14.13,1.768,0.164,0.45,"EAF",1,6151,"A","BrF","2007-07-26","CN",2005,"2005-08-17",2007,2,708,2,0,37,0,2092,99,82,2007,67,8016.167261,8016.167261,"Dom",2.00111878428571,-1.17918638154869,1117,1117
"1142",3590,4039,2309,6,24,"6_24",23.063,1.939,0.006,13.7455,1.805,0.207,0.66,"EAF",1,6419,"A","BrF","2009-01-03","CN",2005,"2005-08-19",2009,4,1233,3,1,37,0,2278,5,90,2009,3.1,8339.418799,8339.418799,"Dom",3.28909595685714,-0.629707907973782,1848,1848
"1143",3590,4270,2871,7,37,"7_37",23.5935,1.9375,0.075,16.5555,1.8015,0.081,0.72,"EAF",1,6679,"A","BrF","2009-06-17","CN",2005,"2005-08-19",2009,4,1398,3,1,37,0,2399,478,92,2009,127,7189.725809,7189.725809,"Dom",4.5509424385,-0.472714058380951,1848,1848
"1144",3590,3132,2466,6,33,"6_33",24.457,1.8705,0.092,14.798,1.7285,0.21,1.04,"EAF",1,5518,"A","AB","2006-08-03","CN",2005,"2005-08-19",2006,1,349,3,-2,37,0,1898,86,75,2006,58,3822.914573,3822.914573,"Sub",3.14873123264286,0.36458647278081,1848,1848
"1145",3594,5199,2369,6,27,"6_27",23.9725,1.884,0.119,17.5265,1.5495,0.331,0.19,"EAF",1,7823,"A","BrF","2012-02-07","CN",2005,"2005-08-23",2012,7,2359,4,3,37,0,4126,172,112,NA,NA,NA,NA,"Dom",NA,-1.85949306311762,4411,3851
"1146",3594,3092,1317,3,88,"3_88",23.79533333,1.874,0.328,12.40466667,1.734666667,0.369,1.27,"EB",1,5486,"A","H","2006-07-01","CN",2005,"2005-08-23",2006,1,312,4,-3,37,0,1834,5,75,2006,3.1,29498.92328,29498.92328,"Sub",3.14873123264286,0.966396229553326,4411,3851
"1147",3595,4164,3641,8,36,"8_36",23.523,1.8905,0.014,17.5625,1.802,0.231,0.55,"EAF",1,6556,"A","BrF","2008-07-23","CN",2005,"2005-08-31",2008,3,1057,5,-2,37,0,2172,89,87,NA,NA,NA,NA,"Dom",2.59212595028571,-0.917529965560637,5136,4770
"1148",3595,5405,2770,7,32,"7_32",23.371,1.8975,0.064,16.118,1.808,0.168,0.62,"EAF",1,8049,"A","H","2012-09-23","CN",2005,"2005-08-31",2012,7,2580,5,2,37,0,4360,90,116,2012,60.1,8625.845981,8625.845981,"Sub",4.47840260407143,-0.734370474369002,5136,4770
"1149",3596,3790,2292,6,23,"6_23",22.8505,1.9765,0.031,12.867,1.764,0.046,0.87,"EAF",2,6153,"A","ABX","2007-07-29","CN",2005,"2005-08-24",2007,2,704,3.33333333333333,-1.33333333333333,37,0,2227,125,82,2007,85,9132.107949,9132.107949,"Sub",2.00111878428571,-0.0802294343988758,5143,4945
"1150",3596,4589,2740,7,31,"7_31",23.2655,1.9115,0.007,15.44,1.8445,0.012,1.02,"EAF",1,7058,"A","BrF","2010-07-21","CN",2005,"2005-08-24",2010,5,1792,3.33333333333333,1.66666666666667,37,0,3449,125,104,2010,85,13305.06962,13305.06962,"Dom",3.4374523775,0.3122551895832,5143,4945
"1151",3596,4158,2947,7,41,"7_41",22.683,1.965,0.106,15.2455,1.8405,0.263,0.7,"EAF",1,6550,"A","ABX","2008-07-23","CN",2005,"2005-08-24",2008,3,1064,3.33333333333333,-0.333333333333333,37,0,2172,125,87,2008,85,15909.01712,15909.01712,"Sub",2.59212595028571,-0.525045341578562,5143,4945
"1152",3604,3886,1746,4,35,"4_35",23.368,1.928666667,0.11,14.74733333,1.739,0.208,0.32,"EB",1,6256,"A","ABX","2008-01-16","CN",2005,"2005-09-01",2008,3,867,3,0,37,0,2242,71,85,NA,NA,NA,NA,"Sub",1.83148956078571,-1.51933972233315,2371,2371
"1153",3606,4604,2703,7,29,"7_29",23.845,1.9175,0.008,16.649,1.8505,0.08,0.71,"EAF",1,7074,"A","BrF","2010-08-02","CN",2005,"2005-08-16",2010,5,1812,4.83333333333333,0.166666666666667,37,0,3477,100,104,2010,68,24867.94354,24867.94354,"Dom",3.4374523775,-0.498879699979756,3122,2967
"1154",3606,5185,2368,6,27,"6_27",23.5165,1.9035,0.015,14.59,1.6495,0.304,0.45,"EAF",1,7809,"A","BrF","2012-02-02","CN",2005,"2005-08-16",2012,7,2361,4.83333333333333,2.16666666666667,37,0,4118,100,112,NA,NA,NA,NA,"Dom",NA,-1.17918638154869,3122,2967
"1155",3606,3169,1319,3,88,"3_88",24.74966667,1.815,0.144,14.20266667,1.737,0.372,0.86,"EB",1,5547,"A","ABX","2006-08-11","CN",2005,"2005-08-16",2006,1,360,4.83333333333333,-3.83333333333333,37,0,1916,179,75,2006,122,9418.674896,9418.674896,"Sub",3.14873123264286,-0.106395075997681,3122,2967
"1156",3606,5609,2370,6,27,"6_27",23.288,1.9165,0.018,13.764,1.688,0.19,0.58,"EAF",1,8343,"A","BrF","2013-07-09","CN",2005,"2005-08-16",2013,8,2884,4.83333333333333,3.16666666666667,37,0,4725,100,122,2013,68,16353.04989,16353.04989,"Dom",3.25588827135714,-0.839033040764222,3122,2967
"1157",3606,4252,2907,7,39,"7_39",22.71,1.908,0.066,14.932,1.8405,0.09,0.82,"EAF",1,6648,"A","ABX","2008-08-18","CN",2005,"2005-08-16",2008,3,1098,4.83333333333333,-1.83333333333333,37,0,2203,100,87,2008,68,6093.822529,6093.822529,"Sub",2.59212595028571,-0.211057642392901,3122,2967
"1158",3606,4537,2684,7,28,"7_28",23.3695,1.8885,0.067,15.6175,1.8075,0.023,1.04,"EAF",1,6998,"A","BrF","2010-02-23","CN",2005,"2005-08-16",2010,5,1652,4.83333333333333,0.166666666666667,37,0,3375,100,103,NA,NA,NA,NA,"Dom",2.94367555457143,0.36458647278081,3122,2967
"1159",3607,3155,2487,6,34,"6_34",23.6265,1.953,0.255,14.049,1.7775,0.01,0.97,"EAF",1,5538,"A","FLOAT","2006-08-08","CN",2005,"2005-08-25",2006,1,348,1,0,37,1,1911,74,75,2006,51.1,15392.44795,15392.44795,"Sub",3.14873123264286,0.181426981589174,373,373
"1160",3608,5376,3054,7,46,"7_46",23.2125,1.8475,0.041,16.4935,1.765,0.361,0.47,"EAF",1,8018,"A","BrF","2012-09-13","CN",2005,"2005-08-31",2012,7,2570,5.14285714285714,1.85714285714286,37,0,4356,50,116,2012,34.5,6670.282722,6670.282722,"Dom",4.47840260407143,-1.12685509835108,3473,3321
"1161",3608,3856,1740,4,35,"4_35",22.91466667,1.996666667,0.258,12.78566667,1.831666667,0.231,0.67,"EB",1,6227,"A","BrF","2007-09-05","CN",2005,"2005-08-31",2007,2,735,5.14285714285714,-3.14285714285714,37,0,2124,50,82,2007,34.5,9248.425867,9248.425867,"Dom",2.00111878428571,-0.603542266374976,3473,3321
"1162",3608,4338,2296,6,23,"6_23",22.8955,1.9825,0.059,13.923,1.8095,0.276,0.49,"EAF",1,6758,"A","BrF","2009-07-28","CN",2005,"2005-08-31",2009,4,1427,5.14285714285714,-1.14285714285714,37,0,2492,50,92,2009,34.5,14395.74816,14395.74816,"Dom",4.5509424385,-1.07452381515347,3473,3321
"1163",3608,3832,882,3,15,"3_15",24.49166667,1.842,0.457,13.86366667,1.672666667,0.273,0.84,"EB",1,6202,"A","BrF","2007-08-22","CN",2005,"2005-08-31",2007,2,721,5.14285714285714,-3.14285714285714,37,0,2113,50,82,2007,34.5,9248.425867,9248.425867,"Dom",2.00111878428571,-0.158726359195291,3473,3321
"1164",3608,6025,3017,7,44,"7_44",23.4165,1.883,0.077,16.382,1.7985,0.14,0.66,"EAF",1,8792,"A","BrF","2014-08-27","CN",2005,"2005-08-31",2014,9,3283,5.14285714285714,3.85714285714286,37,0,9427,50,125,2014,34.5,8650.364626,8650.364626,"Dom",4.45790002828571,-0.629707907973782,3473,3321
"1165",3608,5341,3035,7,45,"7_45",23.1105,1.848,0.025,14.858,1.7295,0.106,1.19,"EAF",1,7977,"A","BrF","2012-06-28","CN",2005,"2005-08-31",2012,7,2493,5.14285714285714,1.85714285714286,37,0,4199,50,116,2012,34.5,6670.282722,6670.282722,"Dom",4.47840260407143,0.757071096762885,3473,3321
"1166",3608,4562,2850,7,36,"7_36",23.152,1.953,0.008,16.144,1.8245,0.176,0.68,"EAF",1,7031,"A","BrF","2010-07-11","CN",2005,"2005-08-31",2010,5,1775,5.14285714285714,-0.142857142857143,37,0,3406,50,104,2010,34.5,15633.38449,15633.38449,"Dom",3.4374523775,-0.577376624776171,3473,3321
"1167",3612,4083,1054,3,65,"3_65",23.64533333,1.868333333,0.201,12.80033333,1.815,0.446,0.97,"EB",1,6470,"A","BrM","2009-02-03","CN",2005,"2005-09-10",2009,4,1242,2.66666666666667,1.33333333333333,37,1,2299,16,90,2009,11,41017.68425,41017.68425,"Dom",3.28909595685714,0.181426981589174,1651,1651
"1168",3612,3900,1050,3,65,"3_65",24.16733333,1.858,0.487,13.167,1.773333333,0.294,1.05,"EB",1,6270,"A","BrM","2008-01-19","CN",2005,"2005-09-10",2008,3,861,2.66666666666667,0.333333333333333,37,1,2243,16,85,NA,NA,NA,NA,"Dom",1.83148956078571,0.390752114379615,1651,1651
"1169",3612,2985,2551,7,20,"7_20",23.309,1.9075,0.054,16.335,1.808,0.02,0.53,"EAF",1,5335,"A",NA,"2006-03-16","CN",2005,"2005-09-10",2006,1,187,2.66666666666667,-1.66666666666667,37,1,1823,72,74,NA,NA,NA,NA,NA,NA,-0.969861248758247,1651,1651
"1170",3615,4136,3729,8,4,"8_4",23.5245,1.9625,0.011,16.5725,1.839,0.011,0.8,"EAF",1,6524,"A","BrM","2009-02-24","CN",2005,"2005-09-14",2009,4,1259,2.33333333333333,1.66666666666667,37,1,2318,33,90,2009,25,16056.95138,16056.95138,"Dom",3.28909595685714,-0.263388925590511,1465,1465
"1171",3615,3775,1340,3,89,"3_89",24.35133333,1.884666667,0.3,12.269,1.742666667,0.133,1.99,"EB",1,6138,"A","BrM","2007-07-23","CN",2005,"2005-09-14",2007,2,677,2.33333333333333,-0.333333333333333,37,1,2225,33,82,2007,25,11394.82634,11394.82634,"Dom",2.00111878428571,2.85032242466729,1465,1465
"1172",3615,2970,3205,8,16,"8_16",23.488,1.924,0.026,16.8525,1.7935,0.223,0.71,"EAF",1,5320,"A",NA,"2006-03-18","CN",2005,"2005-09-14",2006,1,185,2.33333333333333,-1.33333333333333,37,1,1824,28,74,NA,NA,NA,NA,NA,NA,-0.498879699979756,1465,1465
"1173",3616,3973,2735,7,31,"7_31",23.297,1.929,0.226,15.8935,1.823,0.127,0.78,"EAF",1,6345,"A","ABX","2008-07-17","CN",2005,"2005-11-09",2008,3,981,3,0,54,NA,2165,407,87,2008,126,1942.592225,1942.592225,"Sub",2.59212595028571,-0.315720208788121,1766,1766
"1174",3617,3220,3276,8,19,"8_19",23.636,1.9795,0.044,18.86,1.7095,0.244,0.24,"EAF",1,5580,"A","ABX","2006-08-28","CN",2005,"2005-09-20",2006,1,342,1,0,37,1,1937,61,75,2006,44,7402.225413,7402.225413,"Sub",3.14873123264286,-1.72866485512359,1260,1260
"1175",3618,2852,1602,4,25,"4_25",23.87133333,1.883,0.174,13.06266667,1.758666667,0.174,1.14,"EB",1,5120,"A","ABX","2005-11-19","CN",2004,"2004-11-20",2005,1,364,3,-2,35,1,1752,42,54,NA,NA,NA,NA,"Sub",NA,0.62624288876886,2120,2120
"1176",3618,4075,1053,3,65,"3_65",23.73366667,1.891333333,0.408,12.58,1.799333333,0.419,1.12,"EB",1,6462,"A","BrM","2009-01-26","CN",2004,"2004-11-20",2009,5,1528,3,2,35,1,2292,28,90,2009,22,25593.37051,25593.37051,"Dom",3.28909595685714,0.57391160557125,2120,2120
"1177",3618,3348,3214,8,16,"8_16",24.0575,1.9335,0.199,16.399,1.817,0.21,1.35,"EAF",1,5692,"A","FLOAT","2007-01-23","CN",2004,"2004-11-20",2007,3,794,3,0,35,1,1978,68,77,NA,NA,NA,NA,"Sub",2.69293973207143,1.17572136234377,2120,2120
"1178",3619,3113,3146,8,13,"8_13",23.597,1.9085,0.016,15.9785,1.843,0.141,1.41,"EAF",2,5502,"A","ABX","2006-07-16","CN",2005,"2005-09-27",2006,1,292,1,0,37,1,1866,134,75,2006,92,9880.374986,9880.374986,"Sub",3.14873123264286,1.3327152119366,340,340
"1179",3641,4001,3106,8,11,"8_11",23.0625,1.9295,0.147,15.9715,1.84,0.111,0.69,"EAF",1,6373,"A","ABX","2009-01-15","CN",2005,"2005-10-01",2009,4,1202,3,1,37,0,2262,126,90,2009,86,52117.68396,52117.68396,"Sub",3.28909595685714,-0.551210983177367,1249,1249
"1180",3641,3770,1339,3,89,"3_89",24.39766667,1.856666667,0.112,13.32233333,1.745333333,0.219,1.15,"EB",1,6133,"A","ABX","2007-07-21","CN",2005,"2005-10-01",2007,2,658,3,-1,37,0,2224,61,82,2007,44,4066.11502,4066.11502,"Sub",2.00111878428571,0.652408530367665,1249,1249
"1181",3641,4218,3154,8,13,"8_13",22.917,1.907,0.088,15.269,1.7935,0.078,1.34,"EAF",1,6611,"A","H","2008-08-08","CN",2005,"2005-10-01",2008,3,1042,3,0,37,0,2195,126,87,2008,86,7278.929107,7278.929107,"Sub",2.59212595028571,1.14955572074496,1249,1249
