"","BirdID","FieldPeriodID","Status","BirthDate","Island","PeriodYear","BirthFieldPeriodID","PeriodEnd.x","birthyear","age","survival","PeriodEndYear","SexEstimate","PeriodStart","PeriodEnd.y","seasonlength","season","no_st","nrns","lifespan"
"4741",1808,75,"BrM","2003-08-07","CN",2006,30,"2006-09-01",2003,3,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,1659
"4742",1808,82,"BrM","2003-08-07","CN",2007,30,"2007-09-15",2003,4,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,1659
"4743",1808,85,"BrM","2003-08-07","CN",2008,30,"2008-02-20",2003,5,1,2008,1,"2008-01-08","2008-02-21",44,"winter",1,1,1659
"4744",1808,NA,"NS",NA,NA,2009,NA,NA,2003,6,0,2009,1,NA,NA,NA,NA,1,1,1659
"4745",1819,30,"FL","2003-08-05","CN",2003,30,"2003-09-01",2003,0,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,3344
"4746",1819,34,"ABX","2003-08-05","CN",2004,30,"2004-09-01",2003,1,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,3344
"4747",1819,37,"ABX","2003-08-05","CN",2005,30,"2005-09-10",2003,2,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,3344
"4748",1819,75,"H","2003-08-05","CN",2006,30,"2006-09-01",2003,3,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,3344
"4749",1819,82,"ABX","2003-08-05","CN",2007,30,"2007-09-15",2003,4,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,3344
"4750",1819,87,"ABX","2003-08-05","CN",2008,30,"2008-09-06",2003,5,1,2008,1,"2008-07-10","2008-09-07",59,"main",2,1,3344
"4751",1819,92,"BrM","2003-08-05","CN",2009,30,"2009-09-17",2003,6,1,2009,1,"2009-06-08","2009-09-18",102,"main",2,1,3344
"4752",1819,104,"BrM","2003-08-05","CN",2010,30,"2010-09-09",2003,7,1,2010,1,"2010-06-30","2010-09-10",72,"main",2,1,3344
"4753",1819,105,"BrM","2003-08-05","CN",2011,30,"2011-10-01",2003,8,1,2011,1,"2011-06-25","2011-10-02",99,"main",1,1,3344
"4754",1819,116,"BrM","2003-08-05","CN",2012,30,"2012-09-29",2003,9,1,2012,1,"2012-06-04","2012-09-30",118,"main",2,1,3344
"4755",1819,118,"NS","2003-08-05","CN",2013,30,"2013-02-26",2003,10,0,2013,1,"2013-01-22","2013-02-27",36,"winter",1,1,3344
"4756",1821,30,"BrF","2002-08-16","CN",2002,41,"2003-09-01",2002,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,2,4954
"4757",1821,30,"BrF","2002-08-16","CN",2003,41,"2003-09-01",2002,1,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,2,4954
"4758",1821,34,"BrF","2002-08-16","CN",2004,41,"2004-09-01",2002,2,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,2,4954
"4759",1821,37,"BrF","2002-08-16","CN",2005,41,"2005-09-10",2002,3,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,2,4954
"4760",1821,75,"BrF","2002-08-16","CN",2006,41,"2006-09-01",2002,4,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,2,4954
"4761",1821,82,"BrF","2002-08-16","CN",2007,41,"2007-09-15",2002,5,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,2,4954
"4762",1821,87,"BrF","2002-08-16","CN",2008,41,"2008-09-06",2002,6,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,2,4954
"4763",1821,92,"BrF","2002-08-16","CN",2009,41,"2009-09-17",2002,7,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,2,4954
"4764",1821,104,"BrF","2002-08-16","CN",2010,41,"2010-09-09",2002,8,1,2010,0,"2010-06-30","2010-09-10",72,"main",2,2,4954
"4765",1821,105,"BrF","2002-08-16","CN",2011,41,"2011-10-01",2002,9,1,2011,0,"2011-06-25","2011-10-02",99,"main",1,2,4954
"4766",1821,116,"BrF","2002-08-16","CN",2012,41,"2012-09-29",2002,10,1,2012,0,"2012-06-04","2012-09-30",118,"main",2,2,4954
"4767",1821,122,"BrF","2002-08-16","CN",2013,41,"2013-09-29",2002,11,1,2013,0,"2013-06-18","2013-09-30",104,"main",2,2,4954
"4768",1821,125,"BrF","2002-08-16","CN",2014,41,"2014-10-03",2002,12,1,2014,0,"2014-06-16","2014-10-04",110,"main",2,2,4954
"4769",1821,142,"BrF","2002-08-16","CN",2015,41,"2015-09-28",2002,13,1,2015,0,"2015-06-22","2015-09-29",99,"main",2,2,4954
"4770",1821,159,"NS","2002-08-16","CN",2016,41,"2016-09-18",2002,14,0,2016,0,"2016-06-23","2016-09-19",88,"main",2,2,4954
"4771",1822,30,"BrM","2002-08-17","CN",2002,41,"2003-09-01",2002,0,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,879
"4772",1822,30,"BrM","2002-08-17","CN",2003,41,"2003-09-01",2002,1,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,879
"4773",1822,34,"BrM","2002-08-17","CN",2004,41,"2004-09-01",2002,2,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,879
"4774",1822,35,"BrM","2002-08-17","CN",2005,41,"2005-01-11",2002,3,1,2005,1,"2004-12-18","2005-01-12",25,"winter",1,1,879
"4775",1822,NA,"NS",NA,NA,2006,NA,NA,2002,4,0,2006,1,NA,NA,NA,NA,1,1,879
"4776",1823,30,"BrM","2002-08-19","CN",2002,41,"2003-09-01",2002,0,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,2012
"4777",1823,30,"BrM","2002-08-19","CN",2003,41,"2003-09-01",2002,1,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,2012
"4778",1823,34,"BrM","2002-08-19","CN",2004,41,"2004-09-01",2002,2,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,2012
"4779",1823,37,"BrM","2002-08-19","CN",2005,41,"2005-09-10",2002,3,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,2012
"4780",1823,75,"BrM","2002-08-19","CN",2006,41,"2006-09-01",2002,4,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,2012
"4781",1823,82,"BrM","2002-08-19","CN",2007,41,"2007-09-15",2002,5,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,2012
"4782",1823,85,"BrM","2002-08-19","CN",2008,41,"2008-02-20",2002,6,1,2008,1,"2008-01-08","2008-02-21",44,"winter",1,1,2012
"4783",1823,NA,"NS",NA,NA,2009,NA,NA,2002,7,0,2009,1,NA,NA,NA,NA,1,1,2012
"4784",1824,30,"FL","2003-08-10","CN",2003,30,"2003-09-01",2003,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,4225
"4785",1824,34,"ABX","2003-08-10","CN",2004,30,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,4225
"4786",1824,37,"H","2003-08-10","CN",2005,30,"2005-09-10",2003,2,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,4225
"4787",1824,75,"H","2003-08-10","CN",2006,30,"2006-09-01",2003,3,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,4225
"4788",1824,82,"H","2003-08-10","CN",2007,30,"2007-09-15",2003,4,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,4225
"4789",1824,87,"ABX","2003-08-10","CN",2008,30,"2008-09-06",2003,5,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,4225
"4790",1824,92,"BrF","2003-08-10","CN",2009,30,"2009-09-17",2003,6,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,1,4225
"4791",1824,104,"BrF","2003-08-10","CN",2010,30,"2010-09-09",2003,7,1,2010,0,"2010-06-30","2010-09-10",72,"main",2,1,4225
"4792",1824,105,"BrF","2003-08-10","CN",2011,30,"2011-10-01",2003,8,1,2011,0,"2011-06-25","2011-10-02",99,"main",1,1,4225
"4793",1824,116,"BrF","2003-08-10","CN",2012,30,"2012-09-29",2003,9,1,2012,0,"2012-06-04","2012-09-30",118,"main",2,1,4225
"4794",1824,122,"BrF","2003-08-10","CN",2013,30,"2013-09-29",2003,10,1,2013,0,"2013-06-18","2013-09-30",104,"main",2,1,4225
"4795",1824,125,"BrF","2003-08-10","CN",2014,30,"2014-10-03",2003,11,1,2014,0,"2014-06-16","2014-10-04",110,"main",2,1,4225
"4796",1824,142,"NS","2003-08-10","CN",2015,30,"2015-09-28",2003,12,0,2015,0,"2015-06-22","2015-09-29",99,"main",2,1,4225
"4797",1826,30,"FL","2003-08-09","CN",2003,30,"2003-09-01",2003,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,6064
"4798",1826,34,"ABX","2003-08-09","CN",2004,30,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,6064
"4799",1826,37,"BrF","2003-08-09","CN",2005,30,"2005-09-10",2003,2,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,6064
"4800",1826,75,"BrF","2003-08-09","CN",2006,30,"2006-09-01",2003,3,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,6064
"4801",1826,82,"BrF","2003-08-09","CN",2007,30,"2007-09-15",2003,4,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,6064
"4802",1826,87,"BrF","2003-08-09","CN",2008,30,"2008-09-06",2003,5,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,6064
"4803",1826,92,"BrF","2003-08-09","CN",2009,30,"2009-09-17",2003,6,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,1,6064
"4804",1826,104,"BrF","2003-08-09","CN",2010,30,"2010-09-09",2003,7,1,2010,0,"2010-06-30","2010-09-10",72,"main",2,1,6064
"4805",1826,105,"BrF","2003-08-09","CN",2011,30,"2011-10-01",2003,8,1,2011,0,"2011-06-25","2011-10-02",99,"main",1,1,6064
"4806",1826,116,"BrF","2003-08-09","CN",2012,30,"2012-09-29",2003,9,1,2012,0,"2012-06-04","2012-09-30",118,"main",2,1,6064
"4807",1826,122,"BrF","2003-08-09","CN",2013,30,"2013-09-29",2003,10,1,2013,0,"2013-06-18","2013-09-30",104,"main",2,1,6064
"4808",1826,125,"BrF","2003-08-09","CN",2014,30,"2014-10-03",2003,11,1,2014,0,"2014-06-16","2014-10-04",110,"main",2,1,6064
"4809",1826,142,"BrF","2003-08-09","CN",2015,30,"2015-09-28",2003,12,1,2015,0,"2015-06-22","2015-09-29",99,"main",2,1,6064
"4810",1826,159,"BrF","2003-08-09","CN",2016,30,"2016-09-18",2003,13,1,2016,0,"2016-06-23","2016-09-19",88,"main",2,1,6064
"4811",1826,164,"BrF","2003-08-09","CN",2017,30,"2017-09-19",2003,14,1,2017,0,"2017-06-21","2017-09-20",91,"main",2,1,6064
"4812",1826,167,"BrF","2003-08-09","CN",2018,30,"2018-09-21",2003,15,1,2018,0,"2018-06-19","2018-09-22",95,"main",2,1,6064
"4813",1826,173,"BrF","2003-08-09","CN",2019,30,"2019-09-22",2003,16,1,2019,0,"2019-06-10","2019-09-23",105,"main",2,1,6064
"4814",1826,174,"BrF","2003-08-09","CN",2020,30,"2020-03-15",2003,17,1,2020,0,"2020-02-05","2020-03-16",40,"main",1,1,6064
"4815",1826,176,"NS","2003-08-09","CN",2021,30,"2021-09-29",2003,18,0,2021,0,"2021-06-16","2021-09-30",106,"main",2,1,6064
"4816",1827,30,"ABX","2002-12-24","CN",2002,41,"2003-09-01",2002,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,3933
"4817",1827,30,"ABX","2002-12-24","CN",2003,41,"2003-09-01",2002,1,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,3933
"4818",1827,34,"BrF","2002-12-24","CN",2004,41,"2004-09-01",2002,2,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,3933
"4819",1827,37,"BrF","2002-12-24","CN",2005,41,"2005-09-10",2002,3,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,3933
"4820",1827,75,"BrF","2002-12-24","CN",2006,41,"2006-09-01",2002,4,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,3933
"4821",1827,82,"BrF","2002-12-24","CN",2007,41,"2007-09-15",2002,5,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,3933
"4822",1827,87,"BrF","2002-12-24","CN",2008,41,"2008-09-06",2002,6,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,3933
"4823",1827,92,"BrF","2002-12-24","CN",2009,41,"2009-09-17",2002,7,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,1,3933
"4824",1827,104,"BrF","2002-12-24","CN",2010,41,"2010-09-09",2002,8,1,2010,0,"2010-06-30","2010-09-10",72,"main",2,1,3933
"4825",1827,105,"BrF","2002-12-24","CN",2011,41,"2011-10-01",2002,9,1,2011,0,"2011-06-25","2011-10-02",99,"main",1,1,3933
"4826",1827,116,"BrF","2002-12-24","CN",2012,41,"2012-09-29",2002,10,1,2012,0,"2012-06-04","2012-09-30",118,"main",2,1,3933
"4827",1827,122,"BrF","2002-12-24","CN",2013,41,"2013-09-29",2002,11,1,2013,0,"2013-06-18","2013-09-30",104,"main",2,1,3933
"4828",1827,124,"NS","2002-12-24","CN",2014,41,"2014-03-03",2002,12,0,2014,0,"2014-01-19","2014-03-04",44,"winter",1,1,3933
"4829",1828,30,"FL","2003-08-11","CN",2003,30,"2003-09-01",2003,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,1118
"4830",1828,34,"ABX","2003-08-11","CN",2004,30,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,1118
"4831",1828,37,"BrF","2003-08-11","CN",2005,30,"2005-09-10",2003,2,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,1118
"4832",1828,75,"ABX","2003-08-11","CN",2006,30,"2006-09-01",2003,3,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,1118
"4833",1828,NA,"NS",NA,NA,2007,NA,NA,2003,4,0,2007,0,NA,NA,NA,NA,1,1,1118
"4834",1829,30,"FL","2003-08-18","CN",2003,30,"2003-09-01",2003,0,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,3696
"4835",1829,34,"ABX","2003-08-18","CN",2004,30,"2004-09-01",2003,1,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,3696
"4836",1829,37,"BrM","2003-08-18","CN",2005,30,"2005-09-10",2003,2,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,3696
"4837",1829,75,"BrM","2003-08-18","CN",2006,30,"2006-09-01",2003,3,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,3696
"4838",1829,82,"BrM","2003-08-18","CN",2007,30,"2007-09-15",2003,4,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,3696
"4839",1829,87,"BrM","2003-08-18","CN",2008,30,"2008-09-06",2003,5,1,2008,1,"2008-07-10","2008-09-07",59,"main",2,1,3696
"4840",1829,92,"BrM","2003-08-18","CN",2009,30,"2009-09-17",2003,6,1,2009,1,"2009-06-08","2009-09-18",102,"main",2,1,3696
"4841",1829,104,"BrM","2003-08-18","CN",2010,30,"2010-09-09",2003,7,1,2010,1,"2010-06-30","2010-09-10",72,"main",2,1,3696
"4842",1829,105,"BrM","2003-08-18","CN",2011,30,"2011-10-01",2003,8,1,2011,1,"2011-06-25","2011-10-02",99,"main",1,1,3696
"4843",1829,116,"BrM","2003-08-18","CN",2012,30,"2012-09-29",2003,9,1,2012,1,"2012-06-04","2012-09-30",118,"main",2,1,3696
"4844",1829,122,"SEEN1","2003-08-18","CN",2013,30,"2013-09-29",2003,10,1,2013,1,"2013-06-18","2013-09-30",104,"main",2,1,3696
"4845",1829,124,"NS","2003-08-18","CN",2014,30,"2014-03-03",2003,11,0,2014,1,"2014-01-19","2014-03-04",44,"winter",1,1,3696
"4846",1830,30,"FL","2003-08-11","CN",2003,30,"2003-09-01",2003,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,520
"4847",1830,34,"ABX","2003-08-11","CN",2004,30,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,520
"4848",1830,35,"ABX","2003-08-11","CN",2005,30,"2005-01-11",2003,2,1,2005,0,"2004-12-18","2005-01-12",25,"winter",1,1,520
"4849",1830,NA,"NS",NA,NA,2006,NA,NA,2003,3,0,2006,0,NA,NA,NA,NA,1,1,520
"4850",1831,30,"FL","2003-08-19","CN",2003,30,"2003-09-01",2003,0,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,1647
"4851",1831,34,"ABX","2003-08-19","CN",2004,30,"2004-09-01",2003,1,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,1647
"4852",1831,37,"BrM","2003-08-19","CN",2005,30,"2005-09-10",2003,2,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,1647
"4853",1831,75,"BrM","2003-08-19","CN",2006,30,"2006-09-01",2003,3,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,1647
"4854",1831,82,"BrM","2003-08-19","CN",2007,30,"2007-09-15",2003,4,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,1647
"4855",1831,85,"BrM","2003-08-19","CN",2008,30,"2008-02-20",2003,5,1,2008,1,"2008-01-08","2008-02-21",44,"winter",1,1,1647
"4856",1831,NA,"NS",NA,NA,2009,NA,NA,2003,6,0,2009,1,NA,NA,NA,NA,1,1,1647
"4857",1845,30,"CH","2003-08-16","CN",2003,30,"2003-09-01",2003,0,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,151
"4858",1845,NA,"NS",NA,NA,2004,NA,NA,2003,1,0,2005,1,NA,NA,NA,NA,1,1,151
"4859",1848,30,"CH","2003-08-17","CN",2003,30,"2003-09-01",2003,0,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,2406
"4860",1848,34,"ABX","2003-08-17","CN",2004,30,"2004-09-01",2003,1,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,2406
"4861",1848,37,"BrM","2003-08-17","CN",2005,30,"2005-09-10",2003,2,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,2406
"4862",1848,75,"BrM","2003-08-17","CN",2006,30,"2006-09-01",2003,3,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,2406
"4863",1848,82,"BrM","2003-08-17","CN",2007,30,"2007-09-15",2003,4,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,2406
"4864",1848,87,"BrM","2003-08-17","CN",2008,30,"2008-09-06",2003,5,1,2008,1,"2008-07-10","2008-09-07",59,"main",2,1,2406
"4865",1848,92,"BrM","2003-08-17","CN",2009,30,"2009-09-17",2003,6,1,2009,1,"2009-06-08","2009-09-18",102,"main",2,1,2406
"4866",1848,103,"BrM","2003-08-17","CN",2010,30,"2010-03-18",2003,7,1,2010,1,"2010-02-12","2010-03-19",35,"winter",1,1,2406
"4867",1848,NA,"NS",NA,NA,2011,NA,NA,2003,8,0,2011,1,NA,NA,NA,NA,1,1,2406
"4868",1851,30,"H","2003-01-02","CN",2003,41,"2003-09-01",2003,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,2252
"4869",1851,34,"BrF","2003-01-02","CN",2004,41,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,2252
"4870",1851,37,"BrF","2003-01-02","CN",2005,41,"2005-09-10",2003,2,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,2252
"4871",1851,75,"BrF","2003-01-02","CN",2006,41,"2006-09-01",2003,3,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,2252
"4872",1851,82,"BrF","2003-01-02","CN",2007,41,"2007-09-15",2003,4,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,2252
"4873",1851,87,"BrF","2003-01-02","CN",2008,41,"2008-09-06",2003,5,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,2252
"4874",1851,90,"BrF","2003-01-02","CN",2009,41,"2009-03-02",2003,6,1,2009,0,"2008-12-30","2009-03-03",63,"winter",1,1,2252
"4875",1851,NA,"NS",NA,NA,2010,NA,NA,2003,7,0,2010,0,NA,NA,NA,NA,1,1,2252
"4876",1852,30,"CH","2003-08-20","CN",2003,30,"2003-09-01",2003,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,4063
"4877",1852,34,"BrF","2003-08-20","CN",2004,30,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,4063
"4878",1852,37,"BrF","2003-08-20","CN",2005,30,"2005-09-10",2003,2,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,4063
"4879",1852,75,"BrF","2003-08-20","CN",2006,30,"2006-09-01",2003,3,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,4063
"4880",1852,82,"BrF","2003-08-20","CN",2007,30,"2007-09-15",2003,4,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,4063
"4881",1852,87,"BrF","2003-08-20","CN",2008,30,"2008-09-06",2003,5,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,4063
"4882",1852,92,"BrF","2003-08-20","CN",2009,30,"2009-09-17",2003,6,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,1,4063
"4883",1852,104,"BrF","2003-08-20","CN",2010,30,"2010-09-09",2003,7,1,2010,0,"2010-06-30","2010-09-10",72,"main",2,1,4063
"4884",1852,105,"BrF","2003-08-20","CN",2011,30,"2011-10-01",2003,8,1,2011,0,"2011-06-25","2011-10-02",99,"main",1,1,4063
"4885",1852,116,"BrF","2003-08-20","CN",2012,30,"2012-09-29",2003,9,1,2012,0,"2012-06-04","2012-09-30",118,"main",2,1,4063
"4886",1852,122,"BrF","2003-08-20","CN",2013,30,"2013-09-29",2003,10,1,2013,0,"2013-06-18","2013-09-30",104,"main",2,1,4063
"4887",1852,125,"SEEN1","2003-08-20","CN",2014,30,"2014-10-03",2003,11,1,2014,0,"2014-06-16","2014-10-04",110,"main",2,1,4063
"4888",1852,139,"NS","2003-08-20","CN",2015,30,"2015-03-04",2003,12,0,2015,0,"2015-01-16","2015-03-05",48,"winter",1,1,4063
"4889",1854,30,"CH","2003-08-20","CN",2003,30,"2003-09-01",2003,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,2221
"4890",1854,34,"BrF","2003-08-20","CN",2004,30,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,2221
"4891",1854,37,"BrF","2003-08-20","CN",2005,30,"2005-09-10",2003,2,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,2221
"4892",1854,75,"BrF","2003-08-20","CN",2006,30,"2006-09-01",2003,3,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,2221
"4893",1854,82,"BrF","2003-08-20","CN",2007,30,"2007-09-15",2003,4,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,2221
"4894",1854,87,"BrF","2003-08-20","CN",2008,30,"2008-09-06",2003,5,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,2221
"4895",1854,92,"BrF","2003-08-20","CN",2009,30,"2009-09-17",2003,6,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,1,2221
"4896",1854,NA,"NS",NA,NA,2010,NA,NA,2003,7,0,2010,0,NA,NA,NA,NA,1,1,2221
"4897",1857,30,"CH","2003-08-21","CN",2003,30,"2003-09-01",2003,0,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,3848
"4898",1857,34,"ABX","2003-08-21","CN",2004,30,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,3848
"4899",1857,37,"H","2003-08-21","CN",2005,30,"2005-09-10",2003,2,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,3848
"4900",1857,75,"H","2003-08-21","CN",2006,30,"2006-09-01",2003,3,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,3848
"4901",1857,82,"H","2003-08-21","CN",2007,30,"2007-09-15",2003,4,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,3848
"4902",1857,87,"H","2003-08-21","CN",2008,30,"2008-09-06",2003,5,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,3848
"4903",1857,92,"H","2003-08-21","CN",2009,30,"2009-09-17",2003,6,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,1,3848
"4904",1857,104,"BrF","2003-08-21","CN",2010,30,"2010-09-09",2003,7,1,2010,0,"2010-06-30","2010-09-10",72,"main",2,1,3848
"4905",1857,105,"BrF","2003-08-21","CN",2011,30,"2011-10-01",2003,8,1,2011,0,"2011-06-25","2011-10-02",99,"main",1,1,3848
"4906",1857,116,"BrF","2003-08-21","CN",2012,30,"2012-09-29",2003,9,1,2012,0,"2012-06-04","2012-09-30",118,"main",2,1,3848
"4907",1857,122,"BrF","2003-08-21","CN",2013,30,"2013-09-29",2003,10,1,2013,0,"2013-06-18","2013-09-30",104,"main",2,1,3848
"4908",1857,125,"NS","2003-08-21","CN",2014,30,"2014-10-03",2003,11,0,2014,0,"2014-06-16","2014-10-04",110,"main",2,1,3848
"4909",1861,19,"BrM","1994-06-05","CN",1994,17,"1995-09-13",1994,0,1,1995,1,"1995-05-22","1995-09-14",115,"main",1,1,1180
"4910",1861,19,"BrM","1994-06-05","CN",1995,17,"1995-09-13",1994,1,1,1995,1,"1995-05-22","1995-09-14",115,"main",1,1,1180
"4911",1861,21,"BrM","1994-06-05","CN",1996,17,"1996-08-10",1994,2,1,1996,1,"1996-06-24","1996-08-11",48,"main",1,1,1180
"4912",1861,22,"BrM","1994-06-05","CN",1997,17,"1997-08-27",1994,3,1,1997,1,"1997-07-01","1997-08-28",58,"main",1,1,1180
"4913",1861,NA,"NS",NA,NA,1998,NA,NA,1994,4,0,1998,1,NA,NA,NA,NA,1,1,1180
"4914",1864,31,"OFL","2003-07-28","CN",2003,30,"2004-01-13",2003,0,1,2004,0,"2003-12-12","2004-01-14",33,"winter",1,1,3717
"4915",1864,34,"BrF","2003-07-28","CN",2004,30,"2004-09-01",2003,1,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,3717
"4916",1864,37,"BrF","2003-07-28","CN",2005,30,"2005-09-10",2003,2,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,3717
"4917",1864,75,"BrF","2003-07-28","CN",2006,30,"2006-09-01",2003,3,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,3717
"4918",1864,82,"BrF","2003-07-28","CN",2007,30,"2007-09-15",2003,4,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,3717
"4919",1864,87,"BrF","2003-07-28","CN",2008,30,"2008-09-06",2003,5,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,3717
"4920",1864,92,"BrF","2003-07-28","CN",2009,30,"2009-09-17",2003,6,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,1,3717
"4921",1864,104,"BrF","2003-07-28","CN",2010,30,"2010-09-09",2003,7,1,2010,0,"2010-06-30","2010-09-10",72,"main",2,1,3717
"4922",1864,105,"BrF","2003-07-28","CN",2011,30,"2011-10-01",2003,8,1,2011,0,"2011-06-25","2011-10-02",99,"main",1,1,3717
"4923",1864,116,"BrF","2003-07-28","CN",2012,30,"2012-09-29",2003,9,1,2012,0,"2012-06-04","2012-09-30",118,"main",2,1,3717
"4924",1864,122,"SEEN1","2003-07-28","CN",2013,30,"2013-09-29",2003,10,1,2013,0,"2013-06-18","2013-09-30",104,"main",2,1,3717
"4925",1864,124,"NS","2003-07-28","CN",2014,30,"2014-03-03",2003,11,0,2014,0,"2014-01-19","2014-03-04",44,"winter",1,1,3717
