"";"BirdID";"NestWatchID";"Behaviour";"NestID";"LayDateEarliest";"LayDateLatest";"HatchDateEarliest";"HatchDateLatest";"WatchDate";"BreedGroupID";"ClutchSize";"BroodSize";"ObsDuration";"StartTime";"StatusID";"Status";"Observer";"year";"nrfeeding";"prate";"birthyear";"birthday";"age";"age_years";"age_days";"FieldPeriodID";"TerritoryID";"PeriodStart";"PeriodEnd";"PeriodYear";"groupsize";"nr_helpers";"Island";"Year";"TerritoryNumber";"TQ";"TQcorrected";"prate_z";"lifespan";"lifespan_yrs";"AveAge";"WithinAge";"newstat";"occasionyear";"avg_invert";"SexEstimate";"WatchType";"newlifespan"
"718";1821;156;FALSE;1470;"2006-08-03";"2006-08-05";"2006-08-19";"2006-08-23";"2006-08-28";3799;1;1;60;"15:50:00";13543;"BrF";NA;2006;14;0,233333333333333;2002;"2002-08-16";4;4;1473;75;54;"2006-06-12";"2006-09-02";2006;5;1;"CN";2006;38;7373,786082;7373,786082;1,52223354512978;5514;15,1068493150685;4;0;"Dom";2006;3,14873123264286;0;"F";4954
"719";1824;1397;FALSE;3174;"2014-08-02";"2014-08-07";"2014-08-20";"2014-08-23";"2014-08-30";6733;1;1;60;"13:28:00";23337;"BrF";"MB";2014;5;0,0833333333333333;2003;"2003-08-10";11;11;4038;125;605;"2014-06-16";"2014-10-04";2014;3;0;"CN";2014;27,1;8403,049952;8403,049952;-0,528837180496682;4433;12,1452054794521;6,8;4,2;"Dom";2014;4,45790002828571;0;"FI";4225
"720";1824;131;FALSE;1430;"2006-07-19";"2006-07-28";"2006-08-06";"2006-08-13";"2006-08-16";3775;2;2;60;"09:27:00";13457;"H";NA;2006;13;0,216666666666667;2003;"2003-08-10";3;3;1102;75;22;"2006-06-12";"2006-09-02";2006;6;1;"CN";2006;16;10129,56048;10129,56048;1,29433679783796;4433;12,1452054794521;6,8;-3,8;"Sub";2006;3,14873123264286;0;"F";4225
"721";1824;75;FALSE;1036;"2005-07-20";"2005-07-23";"2005-08-09";"2005-08-09";"2005-08-12";661;1;1;90;"07:18:00";8991;"H";NA;2005;1;0,0111111111111111;2003;"2003-08-10";2;2;733;37;22;"2005-05-26";"2005-09-11";2005;4;1;NA;NA;NA;NA;NA;-1,51638975209461;4433;12,1452054794521;6,8;-4,8;"Sub";2005;3,84936357792857;0;"FI";4225
"722";1824;1505;FALSE;3174;"2014-08-02";"2014-08-07";"2014-08-20";"2014-08-23";"2014-09-05";6733;1;1;60;"14:38:00";23337;"BrF";"MB";2014;3;0,05;2003;"2003-08-10";11;11;4044;125;605;"2014-06-16";"2014-10-04";2014;3;0;"CN";2014;27,1;8403,049952;8403,049952;-0,984630675080341;4433;12,1452054794521;6,8;4,2;"Dom";2014;4,45790002828571;0;"F";4225
"723";1824;781;FALSE;2265;"2010-07-08";"2010-07-13";"2010-07-26";"2010-07-31";"2010-08-07";4983;1;1;60;"15:38:00";17616;"BrF";"MH";2010;16;0,266666666666667;2003;"2003-08-10";7;7;2554;104;36;"2010-06-30";"2010-09-10";2010;3;0;"CN";2010;26,5;30493,10517;30493,10517;1,97802703971345;4433;12,1452054794521;6,8;0,2;"Dom";2010;3,4374523775;0;"F";4225
"724";1826;1343;FALSE;3079;"2014-06-02";"2014-06-08";"2014-06-20";"2014-06-20";"2014-07-14";6667;1;1;60;"12:05:00";23276;"BrF";"MB";2014;11;0,183333333333333;2003;"2003-08-09";11;11;3992;125;9;"2014-06-16";"2014-10-04";2014;4;0;"CN";2014;6;17927,12248;17927,12248;0,838543303254291;NA;NA;9;2;"Dom";2014;4,45790002828571;0;"FL";6064
"725";1826;1573;FALSE;3626;"2015-08-21";"2015-08-23";"2015-09-08";"2015-09-09";"2015-09-14";7052;1;1;60;"07:54:00";24710;"BrF";"KLB";2015;11;0,183333333333333;2003;"2003-08-09";12;12;4419;142;9;"2015-06-22";"2015-09-29";2015;3;0;"CN";2015;6;18275,81833;18275,81833;0,838543303254291;NA;NA;9;3;"Dom";2015;4,85534727157143;0;"F";6064
"726";1826;1246;FALSE;2859;"2014-01-22";"2014-01-23";"2014-02-09";"2014-02-10";"2014-02-15";6449;1;1;60;"10:02:00";22684;"BrF";"HE";2014;5;0,0833333333333333;2003;"2003-08-09";11;11;3843;124;9;"2014-01-19";"2014-03-04";2014;3;0;"CN";2014;6;38118,07501;38118,07501;-0,528837180496682;NA;NA;9;2;"Dom";2014;6,32106875521429;0;"F";6064
"727";1826;906;FALSE;2398;"2011-07-30";"2011-08-07";"2011-08-17";"2011-08-24";"2011-08-28";5089;1;1;60;"16:00:00";18000;"BrF";"MH";2011;9;0,15;2003;"2003-08-09";8;8;2941;105;9;"2011-06-25";"2011-10-02";2011;4;2;"CN";2011;6;92085,58433;92085,58433;0,382749808670636;NA;NA;9;-1;"Dom";2011;9,22112790171429;0;"F";6064
"728";1826;831;FALSE;2236;"2010-07-31";"2010-08-05";"2010-08-17";"2010-08-18";"2010-09-01";4965;1;1;60;"12:10:00";17559;"BrF";"MH";2010;15;0,25;2003;"2003-08-09";7;7;2580;104;9;"2010-06-30";"2010-09-10";2010;3;0;"CN";2010;6;25305,22395;25305,22395;1,75013029242161;NA;NA;9;-2;"Dom";2010;3,4374523775;0;"FL";6064
"729";1826;1116;FALSE;2728;"2013-08-08";"2013-08-10";"2013-08-25";"2013-08-25";"2013-08-26";6112;1;1;60;"09:00:00";21431;"BrF";"HE";2013;8;0,133333333333333;2003;"2003-08-09";10;10;3670;122;9;"2013-06-18";"2013-09-30";2013;5;1;"CN";2013;6;40174,3901;40174,3901;0,154853061378802;NA;NA;9;1;"Dom";2013;3,25588827135714;0;"F";6064
"730";1826;1310;FALSE;1930;NA;"2009-05-07";NA;"2009-05-24";"2009-07-11";4703;1;1;60;"08:50:00";16180;"BrF";NA;2009;3;0,05;2003;"2003-08-09";6;6;2163;92;9;"2009-06-08";"2009-09-18";2009;5;0;"CN";2009;6;11699,50247;11699,50247;-0,984630675080341;NA;NA;9;-3;"Dom";2009;4,5509424385;0;"FL";6064
"731";1826;838;FALSE;2236;"2010-07-31";"2010-08-05";"2010-08-17";"2010-08-18";"2010-08-25";4965;1;1;60;"08:02:00";17559;"BrF";"MH";2010;10;0,166666666666667;2003;"2003-08-09";7;7;2573;104;9;"2010-06-30";"2010-09-10";2010;3;0;"CN";2010;6;25305,22395;25305,22395;0,61064655596247;NA;NA;9;-2;"Dom";2010;3,4374523775;0;"F";6064
"732";1827;817;FALSE;2287;"2010-07-06";"2010-07-13";"2010-07-24";"2010-07-29";"2010-08-08";5000;1;1;60;"11:00:00";17678;"BrF";"MH";2010;17;0,283333333333333;2002;"2002-12-24";8;8;2784;104;61;"2010-06-30";"2010-09-10";2010;2;0;"CN";2010;44;16505,09486;16505,09486;2,20592378700527;4088;11,2;8;0;"Dom";2010;3,4374523775;0;"F";3933
"733";1833;45;FALSE;1225;"2005-05-25";"2005-06-06";"2005-06-13";"2005-06-22";"2005-07-01";761;NA;NA;90;"07:50:00";9217;"BrF";NA;2005;6;0,0666666666666667;2003;"2003-08-13";2;2;688;38;257;"2005-05-26";"2005-08-03";2005;2;0;NA;NA;NA;NA;NA;-0,756733927788511;290;0,794520547945205;2;0;"Dom";2005;NA;0;"F";290
"734";1852;1255;FALSE;2860;"2014-01-28";"2014-01-31";"2014-02-15";"2014-02-16";"2014-02-24";6450;1;1;60;"08:30:00";22709;"BrF";"HE";2014;7;0,116666666666667;2003;"2003-08-20";11;11;3841;124;26;"2014-01-19";"2014-03-04";2014;3;1;"CN";2014;20;28546,98624;28546,98624;-0,0730436859130179;4215;11,5479452054795;10,6666666666667;0,333333333333334;"Dom";2014;6,32106875521429;0;"F";4063
"735";1852;1247;FALSE;2860;"2014-01-28";"2014-01-31";"2014-02-15";"2014-02-16";"2014-02-15";6450;1;1;60;"08:00:00";22709;"BrF";"HE";2014;7;0,116666666666667;2003;"2003-08-20";11;11;3832;124;26;"2014-01-19";"2014-03-04";2014;3;1;"CN";2014;20;28546,98624;28546,98624;-0,0730436859130179;4215;11,5479452054795;10,6666666666667;0,333333333333334;"Dom";2014;6,32106875521429;0;"FI";4063
"736";1852;1158;FALSE;2757;"2013-08-31";"2013-09-04";"2013-09-16";"2013-09-20";"2013-09-20";6139;1;1;60;"10:39:00";21460;"BrF";"HE";2013;1;0,0166666666666667;2003;"2003-08-20";10;10;3684;122;26;"2013-06-18";"2013-09-30";2013;4;1;"CN";2013;20;25776,1046;25776,1046;-1,440424169664;4215;11,5479452054795;10,6666666666667;-0,666666666666666;"Dom";2013;3,25588827135714;0;"FI";4063
"737";1854;258;FALSE;1865;"2008-07-23";"2008-08-06";"2008-08-11";"2008-08-24";"2008-08-29";4525;1;1;65;"11:45:00";15683;"BrF";NA;2008;14;0,215384615384615;2003;"2003-08-20";5;5;1836;87;43;"2008-07-10";"2008-09-07";2008;8;1;"CN";2008;30,2;7553,768545;7553,768545;1,2768062788155;2221;6,08493150684932;3,33333333333333;1,66666666666667;"Dom";2008;2,59212595028571;0;"FI";2221
"738";1854;152;FALSE;1458;"2006-07-27";"2006-08-04";"2006-08-14";"2006-08-20";"2006-08-23";3791;1;1;90;"10:45:00";13517;"BrF";NA;2006;21;0,233333333333333;2003;"2003-08-20";3;3;1099;75;43;"2006-06-12";"2006-09-02";2006;5;0;"CN";2006;30,2;12543,96384;12543,96384;1,52223354512978;2221;6,08493150684932;3,33333333333333;-0,333333333333333;"Dom";2006;3,14873123264286;0;"F";2221
"739";1854;82;FALSE;1065;"2005-07-30";"2005-07-30";"2005-08-17";"2005-08-17";"2005-08-20";677;2;1;90;"14:50:00";9101;"BrF";NA;2005;21;0,233333333333333;2003;"2003-08-20";2;2;731;37;43;"2005-05-26";"2005-09-11";2005;4;1;NA;NA;NA;NA;NA;1,52223354512978;2221;6,08493150684932;3,33333333333333;-1,33333333333333;"Dom";2005;3,84936357792857;0;"FI";2221
"740";1857;215;FALSE;1707;"2007-08-05";"2007-08-09";"2007-08-21";"2007-08-27";"2007-08-27";4209;1;1;60;"09:40:00";14687;"H";NA;2007;4;0,0666666666666667;2003;"2003-08-21";4;4;1467;82;28;"2007-06-14";"2007-09-16";2007;6;1;"CN";2007;22;9346,320361;9346,320361;-0,756733927788511;4062;11,1287671232877;6,57142857142857;-2,57142857142857;"Sub";2007;2,00111878428571;0;"F";3848
"741";1857;1111;FALSE;2726;"2013-08-01";"2013-08-03";"2013-08-16";"2013-08-19";"2013-08-23";6110;2;2;60;"09:27:00";21465;"BrF";"HE";2013;6;0,1;2003;"2003-08-21";10;10;3655;122;28;"2013-06-18";"2013-09-30";2013;3;1;"CN";2013;22;16756,5397;16756,5397;-0,300940433204852;4062;11,1287671232877;6,57142857142857;3,42857142857143;"Dom";2013;3,25588827135714;0;"FI";3848
"742";1857;1304;FALSE;1954;NA;NA;NA;NA;"2009-07-05";4718;1;1;60;"08:19:00";16245;"H";NA;2009;1;0,0166666666666667;2003;"2003-08-21";6;6;2145;92;28;"2009-06-08";"2009-09-18";2009;4;1;"CN";2009;22;30018,11545;30018,11545;-1,440424169664;4062;11,1287671232877;6,57142857142857;-0,571428571428571;"Sub";2009;4,5509424385;0;"FL";3848
"743";1857;1229;FALSE;2842;"2014-01-19";"2014-01-26";"2014-02-07";"2014-02-11";"2014-02-11";6438;2;2;60;"11:06:00";22717;"BrF";"HE";2014;6;0,1;2003;"2003-08-21";11;11;3827;124;28;"2014-01-19";"2014-03-04";2014;3;1;"CN";2014;22;10399,11886;10399,11886;-0,300940433204852;4062;11,1287671232877;6,57142857142857;4,42857142857143;"Dom";2014;6,32106875521429;0;"FI";3848
"744";1857;1115;FALSE;2726;"2013-08-01";"2013-08-03";"2013-08-16";"2013-08-19";"2013-08-26";6110;2;2;62;"07:35:00";21465;"BrF";"HE";2013;1;0,0161290322580645;2003;"2003-08-21";10;10;3658;122;28;"2013-06-18";"2013-09-30";2013;3;1;"CN";2013;22;16756,5397;16756,5397;-1,44777567764116;4062;11,1287671232877;6,57142857142857;3,42857142857143;"Dom";2013;3,25588827135714;0;"F";3848
"745";1857;97;FALSE;1046;"2005-08-19";"2005-08-19";"2005-08-23";"2005-09-02";"2005-09-03";667;1;1;90;"07:40:00";9014;"H";NA;2005;12;0,133333333333333;2003;"2003-08-21";2;2;744;37;28;"2005-05-26";"2005-09-11";2005;5;3;NA;NA;NA;NA;NA;0,154853061378802;4062;11,1287671232877;6,57142857142857;-4,57142857142857;"Sub";2005;3,84936357792857;0;"F";3848
"746";1857;138;FALSE;1439;"2006-07-09";"2006-07-14";"2006-07-31";"2006-07-31";"2006-08-03";3781;1;1;90;"14:45:00";13483;"H";NA;2006;23;0,255555555555556;2003;"2003-08-21";3;3;1078;75;28;"2006-06-12";"2006-09-02";2006;4;1;"CN";2006;22;6061,062417;6061,062417;1,82609587485223;4062;11,1287671232877;6,57142857142857;-3,57142857142857;"Sub";2006;3,14873123264286;0;"F";3848
"747";1861;357;FALSE;25;"1997-07-25";"1997-07-25";"1997-08-09";"1997-08-09";"1997-08-11";26;1;1;60;"14:45:00";2792;"BrM";NA;1997;1;0,0166666666666667;1994;"1994-06-05";3;3;1163;22;22;"1997-07-01";"1997-08-28";1997;4;0;"CN";1997;16;146611,0231;146611,0231;-1,440424169664;1180;3,23287671232877;3;0;"Dom";1997;6,34906043033333;1;"FI";1180
"748";1862;417;FALSE;330;"1998-08-11";"1998-08-16";"1998-08-29";"1998-09-01";"1998-09-06";259;2;1;60;"16:50:00";3734;"BrM";NA;1998;10;0,166666666666667;1990;"1990-07-02";8;8;2988;25;115;"1998-06-20";"1998-09-27";1998;6;2;"CN";1998;80;88981,34656;88981,34656;0,61064655596247;4042;11,0739726027397;8;0;"Dom";1998;3,40909704426667;1;"F";4042
"749";1862;1277;FALSE;329;"1997-12-20";"1998-01-04";"1998-01-18";"1998-01-18";"1998-01-26";169;1;1;90;"07:52:00";3386;"BrM";NA;1998;11;0,122222222222222;1990;"1990-07-02";8;8;2765;23;115;"1997-12-20";"1998-03-28";1998;6;2;"CN";1998;80;113673,9502;113673,9502;0,00292189651758422;4042;11,0739726027397;8;0;"Dom";1998;5,83789656866667;1;"F";4042
"750";1867;96;FALSE;1167;"2005-08-26";"2005-08-26";"2005-09-02";"2005-09-02";"2005-09-02";735;1;1;90;"08:48:00";8874;"BrM";NA;2005;16;0,177777777777778;2003;"2003-08-19";2;2;745;37;128;"2005-05-26";"2005-09-11";2005;4;0;NA;NA;NA;NA;NA;0,762577720823689;1647;4,51232876712329;2;0;"Dom";2005;3,84936357792857;1;"F";1647
"751";1868;1226;FALSE;2834;"2014-01-02";"2014-01-20";"2014-01-21";"2014-02-05";"2014-02-08";6430;1;1;60;"08:23:00";22746;"BrM";"HE";2014;2;0,0333333333333333;2003;"2003-08-09";11;11;3836;124;46;"2014-01-19";"2014-03-04";2014;3;0;"CN";2014;32,5;22380,30151;22380,30151;-1,21252742237217;5889;16,1342465753425;9,83333333333333;1,16666666666667;"Dom";2014;6,32106875521429;1;"F";5523
"752";1868;1538;FALSE;3504;"2015-07-09";"2015-07-11";"2015-07-27";"2015-07-29";"2015-07-30";7078;1;1;60;"14:36:00";24808;"BrM";"KLB";2015;3;0,05;2003;"2003-08-09";12;12;4373;142;46;"2015-06-22";"2015-09-29";2015;3;0;"CN";2015;32,5;22786,57397;22786,57397;-0,984630675080341;5889;16,1342465753425;9,83333333333333;2,16666666666667;"Dom";2015;4,85534727157143;1;"FI";5523
"753";1868;1054;FALSE;2637;"2012-08-12";"2012-08-14";"2012-08-31";"2012-08-31";"2012-09-02";5336;1;1;60;"07:46:00";19837;"BrM";"SAK";2012;6;0,1;2003;"2003-08-09";9;9;3312;116;46;"2012-06-04";"2012-09-30";2012;3;1;"CN";2012;32,5;18560,02152;18560,02152;-0,300940433204852;5889;16,1342465753425;9,83333333333333;-0,833333333333334;"Dom";2012;4,47840260407143;1;"FI";5523
"754";1868;1057;FALSE;2637;"2012-08-12";"2012-08-14";"2012-08-31";"2012-08-31";"2012-09-08";5336;1;1;60;"07:38:00";19837;"BrM";"SAK";2012;6;0,1;2003;"2003-08-09";9;9;3318;116;46;"2012-06-04";"2012-09-30";2012;3;1;"CN";2012;32,5;18560,02152;18560,02152;-0,300940433204852;5889;16,1342465753425;9,83333333333333;-0,833333333333334;"Dom";2012;4,47840260407143;1;"F";5523
"755";1868;814;FALSE;2271;"2010-07-13";"2010-07-17";"2010-07-29";"2010-08-03";"2010-08-04";4988;1;1;60;"14:50:00";17634;"BrM";"MH";2010;9;0,15;2003;"2003-08-09";7;7;2552;104;46;"2010-06-30";"2010-09-10";2010;4;0;"CN";2010;32,5;20869,10557;20869,10557;0,382749808670636;5889;16,1342465753425;9,83333333333333;-2,83333333333333;"Dom";2010;3,4374523775;1;"FI";5523
"756";1868;1509;FALSE;3234;"2014-08-31";"2014-09-02";"2014-09-17";"2014-09-20";"2014-09-29";6680;1;1;60;"07:14:00";23357;"BrM";"MB";2014;5;0,0833333333333333;2003;"2003-08-09";11;11;4069;125;46;"2014-06-16";"2014-10-04";2014;4;2;"CN";2014;32,5;22826,23116;22826,23116;-0,528837180496682;5889;16,1342465753425;9,83333333333333;1,16666666666667;"Dom";2014;4,45790002828571;1;"F";5523
"757";1869;119;FALSE;1407;"2006-07-22";"2006-07-24";"2006-08-07";"2006-08-09";"2006-08-10";3861;1;1;90;"07:58:00";13759;"BrM";NA;2006;6;0,0666666666666667;2003;"2003-08-07";3;3;1099;75;154;"2006-06-12";"2006-09-02";2006;2;0;"CN";2006;101;16513,42133;16513,42133;-0,756733927788511;4436;12,1534246575342;6,2;-3,2;"Dom";2006;3,14873123264286;1;"FI";4228
"758";1869;835;FALSE;2347;"2010-08-05";"2010-08-09";"2010-08-23";"2010-08-27";"2010-09-05";5048;1;1;60;"11:26:00";17842;"BrM";"MH";2010;22;0,366666666666667;2003;"2003-08-07";7;7;2586;104;154;"2010-06-30";"2010-09-10";2010;4;0;"CN";2010;101;9998,066293;9998,066293;3,34540752346442;4436;12,1534246575342;6,2;0,8;"Dom";2010;3,4374523775;1;"FI";4228
"759";1869;895;FALSE;2506;"2011-07-15";"2011-07-25";"2011-08-03";"2011-08-10";"2011-08-09";5163;1;1;60;"14:00:00";18309;"BrM";"MH";2011;11;0,183333333333333;2003;"2003-08-07";8;8;2924;105;154;"2011-06-25";"2011-10-02";2011;8;1;"CN";2011;101;8035,332835;8035,332835;0,838543303254291;4436;12,1534246575342;6,2;1,8;"Dom";2011;9,22112790171429;1;"F";4228
"760";1869;1303;FALSE;2063;NA;"2009-05-15";NA;"2009-06-01";"2009-07-09";4791;1;1;60;"11:00:00";16530;"BrM";NA;2009;13;0,216666666666667;2003;"2003-08-07";6;6;2163;92;154;"2009-06-08";"2009-09-18";2009;5;0;"CN";2009;101;17177,16674;17177,16674;1,29433679783796;4436;12,1534246575342;6,2;-0,2;"Dom";2009;4,5509424385;1;"FL";4228
"761";1869;830;FALSE;2347;"2010-08-05";"2010-08-09";"2010-08-23";"2010-08-27";"2010-08-31";5048;1;1;60;"11:15:00";17842;"BrM";"MH";2010;15;0,25;2003;"2003-08-07";7;7;2581;104;154;"2010-06-30";"2010-09-10";2010;4;0;"CN";2010;101;9998,066293;9998,066293;1,75013029242161;4436;12,1534246575342;6,2;0,8;"Dom";2010;3,4374523775;1;"FI";4228
"762";1873;106;FALSE;1210;"2005-07-23";"2005-07-23";"2005-07-23";"2005-07-31";"2005-07-30";767;1;1;90;"08:03:00";9235;"BrF";NA;2005;3;0,0333333333333333;2003;"2003-12-06";2;2;602;38;266;"2005-05-26";"2005-08-03";2005;4;0;NA;NA;NA;NA;NA;-1,21252742237217;175;0,479452054794521;2;0;"Dom";2005;NA;0;"FI";175
"763";1877;1063;FALSE;2671;NA;"2012-07-24";NA;"2012-08-10";"2012-08-26";5367;1;1;60;"11:59:00";19886;"BrM";"SAK";2012;8;0,133333333333333;2003;"2003-09-24";9;9;3259;116;125;"2012-06-04";"2012-09-30";2012;5;0;"CN";2012;85;10046,47996;10046,47996;0,154853061378802;5843;16,0082191780822;8,75;0,25;"Dom";2012;4,47840260407143;1;"FL";5645
"764";1877;1539;FALSE;3519;"2015-07-08";"2015-07-10";"2015-07-24";"2015-07-24";"2015-07-31";7093;1;1;60;"11:31:00";25005;"BrM";"KLB";2015;8;0,133333333333333;2003;"2003-09-24";12;12;4328;142;125;"2015-06-22";"2015-09-29";2015;5;1;"CN";2015;85;15616,57006;15616,57006;0,154853061378802;5843;16,0082191780822;8,75;3,25;"Dom";2015;4,85534727157143;1;"FI";5645
"765";1877;1621;FALSE;3519;"2015-07-08";"2015-07-10";"2015-07-24";"2015-07-24";"2015-07-25";7093;1;1;60;"15:00:00";25005;"BrM";"KLB";2015;8;0,133333333333333;2003;"2003-09-24";12;12;4322;142;125;"2015-06-22";"2015-09-29";2015;5;1;"CN";2015;85;15616,57006;15616,57006;0,154853061378802;5843;16,0082191780822;8,75;3,25;"Dom";2015;4,85534727157143;1;"FI";5645
"766";1877;86;FALSE;1165;"2005-08-11";"2005-08-11";"2005-08-18";"2005-08-24";"2005-08-29";732;1;1;60;"07:18:00";8856;"H";NA;2005;11;0,183333333333333;2003;"2003-09-24";2;2;705;37;125;"2005-05-26";"2005-09-11";2005;5;1;NA;NA;NA;NA;NA;0,838543303254291;5843;16,0082191780822;8,75;-6,75;"Sub";2005;3,84936357792857;1;"FI";5645
"767";1881;1377;FALSE;3162;"2014-06-23";"2014-07-05";"2014-07-12";"2014-07-22";"2014-08-18";6740;1;1;60;"12:26:00";23423;"BrM";"MB";2014;4;0,0666666666666667;2003;"2003-08-22";11;11;4014;125;70;"2014-06-16";"2014-10-04";2014;3;0;"CN";2014;49;8423,362889;8423,362889;-0,756733927788511;4421;12,1123287671233;9,66666666666667;1,33333333333333;"Dom";2014;4,45790002828571;1;"FL";4213
"768";1881;833;FALSE;2296;"2010-08-07";"2010-08-07";"2010-08-25";"2010-08-25";"2010-09-05";5006;1;1;60;"08:30:00";17702;"BrM";"MH";2010;7;0,116666666666667;2003;"2003-08-22";7;7;2571;104;70;"2010-06-30";"2010-09-10";2010;4;0;"CN";2010;49;30174,05741;30174,05741;-0,0730436859130179;4421;12,1123287671233;9,66666666666667;-2,66666666666667;"Dom";2010;3,4374523775;1;"F";4213
"769";1881;1414;FALSE;3162;"2014-06-23";"2014-07-05";"2014-07-12";"2014-07-22";"2014-07-26";6740;1;1;60;"09:15:00";23423;"BrM";"MB";2014;8;0,133333333333333;2003;"2003-08-22";11;11;3991;125;70;"2014-06-16";"2014-10-04";2014;3;0;"CN";2014;49;8423,362889;8423,362889;0,154853061378802;4421;12,1123287671233;9,66666666666667;1,33333333333333;"Dom";2014;4,45790002828571;1;"FI";4213
"770";1884;106;FALSE;1210;"2005-07-23";"2005-07-23";"2005-07-23";"2005-07-31";"2005-07-30";767;1;1;90;"08:03:00";9236;"BrM";NA;2005;13;0,144444444444444;2003;"2003-08-05";2;2;725;38;266;"2005-05-26";"2005-08-03";2005;4;0;NA;NA;NA;NA;NA;0,30678422624002;298;0,816438356164384;2;0;"Dom";2005;NA;1;"FI";298
"771";1886;78;FALSE;1175;"2005-07-21";"2005-07-21";"2005-08-04";"2005-08-08";"2005-08-15";737;1;1;90;"14:35:00";8929;"BrM";NA;2005;6;0,0666666666666667;2002;"2002-07-20";3;3;1122;37;134;"2005-05-26";"2005-09-11";2005;3;0;NA;NA;NA;NA;NA;-0,756733927788511;2799;7,66849315068493;5;-2;"Dom";2005;3,84936357792857;1;"F";2799
"772";1886;997;FALSE;2056;"2009-07-29";"2009-08-02";"2009-08-16";"2009-08-18";"2009-08-20";4785;1;1;60;"13:59:00";16504;"BrM";NA;2009;10;0,166666666666667;2002;"2002-07-20";7;7;2588;92;134;"2009-06-08";"2009-09-18";2009;4;0;"CN";2009;92;17558,2544;17558,2544;0,61064655596247;2799;7,66849315068493;5;2;"Dom";2009;4,5509424385;1;"FI";2799
"773";1887;1077;FALSE;2709;"2011-06-23";"2011-07-06";"2011-07-11";"2011-07-24";"2011-07-25";5473;NA;1;60;"09:06:00";19361;"BrM";"JW";2011;5;0,0833333333333333;2003;"2003-09-05";8;8;2880;117;540;"2011-07-05";"2011-08-26";2011;1;0;NA;NA;NA;NA;NA;-0,528837180496682;267;0,731506849315068;8;0;"Dom";2011;NA;1;"FI";267
"774";1891;96;FALSE;1167;"2005-08-26";"2005-08-26";"2005-09-02";"2005-09-02";"2005-09-02";735;1;1;90;"08:48:00";8872;"BrF";NA;2005;37;0,411111111111111;2002;"2002-05-27";3;3;1194;37;128;"2005-05-26";"2005-09-11";2005;4;0;NA;NA;NA;NA;NA;3,9531321829093;1294;3,54520547945205;3;0;"Dom";2005;3,84936357792857;0;"F";1294
"775";1893;29;FALSE;983;"2004-07-26";"2004-07-26";"2004-07-31";"2004-08-07";"2004-08-16";615;1;1;90;"08:43:00";7626;"H";NA;2004;7;0,0777777777777778;2001;"2001-12-19";3;3;971;34;95;"2004-05-30";"2004-09-02";2004;4;1;"CN";2004;64;5573,689175;5573,689175;-0,604802762927291;1718;4,70684931506849;2,8;0,2;"Sub";2004;3,1884100425;0;"F";1718
"776";1893;744;FALSE;812;"2003-07-29";"2003-08-01";"2003-08-14";"2003-08-17";"2003-08-16";514;2;1;90;"08:43:00";7253;"H";NA;2003;7;0,0777777777777778;2001;"2001-12-19";2;2;605;30;95;"2003-06-06";"2003-09-02";2003;3;1;"CN";2003;64;17832,86603;17832,86603;-0,604802762927291;1718;4,70684931506849;2,8;-0,8;"Sub";2003;3,65308711307692;0;"F";1718
"777";1893;727;FALSE;812;"2003-07-29";"2003-08-01";"2003-08-14";"2003-08-17";"2003-08-09";514;2;1;90;"07:47:00";7253;"H";NA;2003;5;0,0555555555555556;2001;"2001-12-19";2;2;598;30;95;"2003-06-06";"2003-09-02";2003;3;1;"CN";2003;64;17832,86603;17832,86603;-0,90866509264973;1718;4,70684931506849;2,8;-0,8;"Sub";2003;3,65308711307692;0;"FI";1718
"778";1893;25;FALSE;983;"2004-07-26";"2004-07-26";"2004-07-31";"2004-08-07";"2004-08-09";615;1;1;90;"07:47:00";7626;"H";NA;2004;7;0,0777777777777778;2001;"2001-12-19";3;3;964;34;95;"2004-05-30";"2004-09-02";2004;4;1;"CN";2004;64;5573,689175;5573,689175;-0,604802762927291;1718;4,70684931506849;2,8;0,2;"Sub";2004;3,1884100425;0;"FI";1718
"779";1893;95;FALSE;1141;"2005-08-17";"2005-08-17";"2005-08-31";"2005-08-31";"2005-09-01";716;3;3;60;"16:10:00";8923;"H";NA;2005;20;0,333333333333333;2001;"2001-12-19";4;4;1352;37;95;"2005-05-26";"2005-09-11";2005;6;1;NA;NA;NA;NA;NA;2,88961402888076;1718;4,70684931506849;2,8;1,2;"Sub";2005;3,84936357792857;0;"F";1718
"780";1897;979;FALSE;1992;"2009-07-29";"2009-08-04";"2009-08-16";"2009-08-20";"2009-08-21";4745;2;2;60;"13:00:00";16349;"BrM";NA;2009;11;0,183333333333333;2003;"2003-09-17";6;6;2165;92;68;"2009-06-08";"2009-09-18";2009;5;2;"CN";2009;47,1;7531,912884;7531,912884;0,838543303254291;2375;6,50684931506849;6;0;"Dom";2009;4,5509424385;1;"FI";2375
"781";2650;637;FALSE;2217;"1995-06-13";"1995-06-20";"1995-07-02";"1995-07-07";"1995-07-20";2121;1;1;90;"10:56:00";5809;"BrM";NA;1995;12;0,133333333333333;1993;"1993-07-18";2;2;732;19;76;"1995-05-22";"1995-09-14";1995;4;0;NA;NA;NA;NA;NA;0,154853061378802;788;2,15890410958904;2;0;"Dom";1995;NA;1;"F";788
