"","BirdID","birthyear","FieldPeriodID","OccasionID","OccasionDate","Island","CatchID","TerritoryID","Resident","CatchTime","BodyMass","RightTarsus","LeftTarsus","WingLength","HeadBill","BillLength","BillHeight","CloacaWidth","CloacaHeight","FeatherMites","FatScore","occasionyear","birthday","age_date","age_year","Observer","ExactDate","Status","lifespan","TerritoryNumber","TQ","TQcorrected","SexEstimate","catch_time","CatchTime_mins","avg_invert","newstat","newlifespan","BodyMass_z","WingLength_z","RightTarsus_z"
"2184",4878,2006,85,2135,"2008-01-17","CN",6265,71,NA," 09:30:00",13.8999996185303,24.1000003814697,NA,66,36,NA,NA,2.90000009536743,2,NA,NA,2008,"2006-05-14",613,2,"JC",1,"BrF",847,NA,NA,NA,0,"09:30:00",570,1.83148956078571,"Dom",847,-1.42598000132171,-0.63304345347676,-1.03705867617789
"2185",4879,2006,82,2212,"2007-06-15","CN",6500,77,NA," 09:20:00",16.2000007629395,25.7999992370605,NA,67,37.2999992370605,NA,NA,2.40000009536743,2.20000004768372,NA,NA,2007,"2006-08-01",318,1,"JC",1,"ABX",569,52.1,17358.30983,17358.30983,1,"09:20:00",560,2.00111878428571,"Sub",569,0.489456229619056,-0.162761063057395,0.556206977285591
"2186",4881,2005,75,1915,"2006-08-11","CN",5402,77,NA," 18:53:00",18,26.2999992370605,NA,65,37.5,NA,NA,3.20000004768372,1.70000004768372,NA,NA,2006,"2005-12-15",239,1,"CE",1,"ABX",1174,52.1,9426.642867,9426.642867,1,"18:53:00",1133,3.14873123264286,"Sub",1174,1.98849189867176,-1.10332584389613,1.02481483788023
"2187",4881,2005,90,2276,"2009-01-06","CN",6406,76,NA," 18:44:00",17,26.1000003814697,NA,70,37.2000007629395,NA,NA,3.5,2.90000009536743,NA,2,2009,"2005-12-15",1118,4,"JC",1,"SEEN2",1174,52,18742.25858,18742.25858,1,"18:44:00",1124,3.28909595685714,"Sub",1174,1.15569395176779,1.2480861082007,0.83737276620067
"2188",4881,2005,82,2233,"2007-08-21","CN",6191,76,NA," 11:25:00",16.8999996185303,25.8999996185303,NA,68,37.2999992370605,NA,NA,4.5,4,NA,NA,2007,"2005-12-15",614,2,"PS",1,"BrM",1174,52,5119.42545,5119.42545,1,"11:25:00",685,2.00111878428571,"Dom",1174,1.0724138393902,0.30752132736197,0.649928906924011
"2189",4881,2005,85,2239,"2008-01-11","CN",6243,76,NA," 09:20:00",16.1000003814697,28.5,NA,69,36.5,NA,NA,2.59999990463257,1.5,NA,NA,2008,"2005-12-15",757,3,"JC",1,"BrM",1174,NA,NA,NA,1,"09:20:00",560,1.83148956078571,"Dom",1174,0.406176117241395,0.777803717781335,3.08669013953554
"2190",4883,2006,122,4728,"2013-07-10","CN",8348,177,NA," 15:09:00",17.5,23.6000003814697,NA,64,36,NA,NA,1.79999995231628,1.29999995231628,1,2,2013,"2006-08-06",2530,7,"LMG",1,"BrF",2767,120,33136.18492,33136.18492,0,"15:09:00",909,3.25588827135714,"Dom",2612,1.57209292521977,-1.57360823431549,-1.50566653677253
"2191",4883,2006,90,2307,"2009-02-12","CN",6493,177,NA," 16:26:00",14.6999998092651,24.2999992370605,NA,64,36.4000015258789,NA,NA,2.40000009536743,1.60000002384186,NA,1,2009,"2006-08-06",921,3,"MH",1,"BrF",2767,120,48044.17226,48044.17226,0,"16:26:00",986,3.28909595685714,"Dom",2612,-0.759741484954984,-1.57360823431549,-0.849616604498331
"2192",4883,2006,116,4220,"2012-06-20","CN",7964,177,NA," 07:55:00",14.8000001907349,23.2000007629395,NA,63,36.0999984741211,NA,NA,3.59999990463257,1.89999997615814,1,3,2012,"2006-08-06",2145,6,"SAK",1,"BrF",2767,120,3878.828969,3878.828969,0,"07:55:00",475,4.47840260407143,"Dom",2612,-0.67646137257732,-2.04389062473486,-1.88055246772876
"2193",4883,2006,104,3486,"2010-08-27","CN",7098,177,NA," 15:10:00",14.8000001907349,24.5,NA,65,36.5999984741211,NA,NA,2.79999995231628,2.20000004768372,1,1,2010,"2006-08-06",1482,4,"MH",1,"BrF",2767,120,32708.70352,32708.70352,0,"15:10:00",910,3.4374523775,"Dom",2612,-0.67646137257732,-1.10332584389613,-0.662172745221582
"2194",4883,2006,92,2526,"2009-08-21","CN",6781,177,NA," 15:44:00",15.8000001907349,24.5,NA,65,36.4000015258789,NA,NA,2.59999990463257,2,NA,NA,2009,"2006-08-06",1111,3,"MH",1,"BrF",2767,120,69486.62608,69486.62608,0,"15:44:00",944,4.5509424385,"Dom",2612,0.156336574326652,-1.10332584389613,-0.662172745221582
"2195",4883,2006,82,2225,"2007-07-23","CN",6134,168,NA," 08:54:00",14.5,24.2000007629395,NA,64,36.7000007629395,NA,NA,2.20000004768372,1.39999997615814,NA,NA,2007,"2006-08-06",351,1,"PS",1,"FLOAT",2767,111,7340.22843,7340.22843,0,"08:54:00",534,2.00111878428571,"Sub",2612,-0.926300915492145,-1.57360823431549,-0.943336746539473
"2196",4883,2006,105,3688,"2011-09-23","CN",7409,138,NA," 17:30:00",15.6999998092651,24.2000007629395,NA,66,36.2000007629395,NA,NA,NA,NA,0,2,2011,"2006-08-06",1874,5,"SAK",1,"BrF",2767,94,7623.157119,7623.157119,0,"17:30:00",1050,9.22112790171429,"Dom",2612,0.073056461948988,-0.63304345347676,-0.943336746539473
"2197",4884,2006,82,2092,"2007-07-26","CN",6150,93,NA," 06:58:00",15.8999996185303,26.6000003814697,NA,66,37.5,NA,NA,2.5,1.39999997615814,NA,NA,2007,"2006-08-06",354,1,"PS",1,"ABX",406,62.1,3581.890429,3581.890429,1,"06:58:00",418,2.00111878428571,"Sub",406,0.239615892486233,-0.63304345347676,1.30598062679531
"2198",4885,2006,92,2405,"2009-06-29","CN",6706,155,NA," 10:59:00",15,25,NA,68,37.2000007629395,NA,NA,2.20000004768372,1.79999995231628,NA,NA,2009,"2006-08-05",1059,3,"MH",1,"BrF",NA,101.1,72385.54238,72385.54238,0,"10:59:00",659,4.5509424385,"Dom",5704,-0.509901942040159,0.30752132736197,-0.193564884626941
"2199",4885,2006,103,3377,"2010-02-18","CN",7000,155,NA," 10:51:00",15.5,24.3999996185303,NA,68,36.9000015258789,NA,NA,1.70000004768372,1.89999997615814,NA,NA,2010,"2006-08-05",1293,4,"JW",1,"BrF",NA,NA,NA,NA,0,"10:51:00",651,2.94367555457143,"Dom",5704,-0.0935029685881728,0.30752132736197,-0.755894674859912
"2200",4885,2006,116,4388,"2012-09-24","CN",8050,155,NA," 09:11:00",15.5,24.6000003814697,NA,66,36.5,NA,NA,2.79999995231628,2.40000009536743,1,2,2012,"2006-08-05",2242,6,"SAK",1,"BrF",NA,101.1,6750.559464,6750.559464,0,"09:11:00",551,4.47840260407143,"Dom",5704,-0.0935029685881728,-0.63304345347676,-0.568450815583252
"2201",4885,2006,90,2306,"2009-02-11","CN",6490,155,NA," 16:26:00",16,25,NA,67,37,NA,NA,2.29999995231628,1.5,NA,3,2009,"2006-08-05",921,3,"MH",1,"BrF",NA,101.1,53990.43169,53990.43169,0,"16:26:00",986,3.28909595685714,"Dom",5704,0.322896004863813,-0.162761063057395,-0.193564884626941
"2202",4885,2006,122,4733,"2013-07-13","CN",8352,155,NA," 09:37:00",15,24.7000007629395,NA,67,37,NA,NA,1.5,2.29999995231628,1,2,2013,"2006-08-05",2534,7,"HE",1,"BrF",NA,101.1,12471.2,12471.2,0,"09:37:00",577,3.25588827135714,"Dom",5704,-0.509901942040159,-0.162761063057395,-0.474728885944833
"2203",4885,2006,161,13455,"2017-02-13","CN",10099,155,"Y"," 09:46:00",14.6000003814697,25.5,NA,68,36.2000007629395,NA,NA,2.59999990463257,2.40000009536743,0,1,2017,"2006-08-05",3845,11,"MH",1,"BrF",NA,NA,NA,NA,0,"09:46:00",586,2.4927094615,"Dom",5704,-0.843020803114565,0.30752132736197,0.2750429759677
"2204",4885,2006,175,14603,"2021-05-26","CN",11017,155,"Y"," 08:59:00",13.8000001907349,25,NA,67.5,37.2999992370605,NA,NA,3.29999995231628,2.09999990463257,0,2,2021,"2006-08-05",5408,15,"KL",1,"BrF",NA,101.1,80366.00688,80366.00688,0,"08:59:00",539,5.32664501235714,"Dom",5704,-1.50925931948129,0.0723801321522874,-0.193564884626941
"2205",4885,2006,122,4731,"2013-07-12","CN",8350,155,NA," 15:38:00",16,24.7999992370605,NA,69,36.9000015258789,NA,NA,3.90000009536743,3.20000004768372,1,2,2013,"2006-08-05",2533,7,"HD",1,"BrF",NA,101.1,12471.2,12471.2,0,"15:38:00",938,3.25588827135714,"Dom",5704,0.322896004863813,0.777803717781335,-0.38100874390369
"2206",4885,2006,177,14952,"2022-03-10","CN",11268,155,"Y"," 16:00:00",15.1000003814697,25.1000003814697,NA,64.5,37.2999992370605,NA,NA,3.5699999332428,2.75,1,1,2022,"2006-08-05",5696,16,"AAS",1,"BrF",NA,101.1,37831.31448,37831.31448,0,"16:00:00",960,4.20351862385714,"Dom",5704,-0.426621829662579,-1.33846703910581,-0.0998429549886113
"2207",4886,2006,82,2214,"2007-06-19","CN",6054,86,NA," 10:47:00",16,25.6000003814697,NA,66,37,NA,NA,2,1.89999997615814,NA,NA,2007,"2006-05-18",397,1,"JC",1,"ABX",486,58,2904.123379,2904.123379,1,"10:47:00",647,2.00111878428571,"Sub",486,0.322896004863813,-0.63304345347676,0.36876490560603
"2208",4887,2006,87,2168,"2008-07-21","CN",6356,112,NA," 11:32:00",17.5,26.1000003814697,NA,70,37.2999992370605,NA,NA,1.70000004768372,1.5,NA,NA,2008,"2006-08-05",716,2,"JC",1,"H",1497,78,1920.436609,1920.436609,1,"11:32:00",692,2.59212595028571,"Sub",1497,1.57209292521977,1.2480861082007,0.83737276620067
"2209",4887,2006,90,2274,"2009-01-07","CN",6404,112,NA," 11:03:00",16.2999992370605,26.2000007629395,NA,68,37.0999984741211,NA,NA,1.79999995231628,1.70000004768372,NA,1,2009,"2006-08-05",886,3,"MH",1,"ABX",1497,78,5248.064441,5248.064441,1,"11:03:00",663,3.28909595685714,"Sub",1497,0.572734753560556,0.30752132736197,0.93109469583909
"2210",4887,2006,85,2238,"2008-01-09","CN",6235,112,NA," 16:49:00",16,26.2000007629395,NA,70,37.2999992370605,NA,NA,2.79999995231628,2.40000009536743,NA,NA,2008,"2006-08-05",522,2,"JC",1,"ABX",1497,NA,NA,NA,1,"16:49:00",1009,1.83148956078571,"Sub",1497,0.322896004863813,1.2480861082007,0.93109469583909
"2211",4887,2006,104,3420,"2010-07-15","CN",7047,75,NA," 17:17:00",17.2000007629395,26.3999996185303,NA,69,37.4000015258789,NA,NA,2.59999990463257,3.5,2,1,2010,"2006-08-05",1440,4,"MH",1,"BrM",1497,51.2,11237.16527,11237.16527,1,"17:17:00",1037,3.4374523775,"Dom",1497,1.32225417652303,0.777803717781335,1.11853676751865
"2212",4887,2006,92,2406,"2009-07-07","CN",6710,75,NA," 09:54:00",16,26.3999996185303,NA,69,37.2000007629395,NA,NA,2.09999990463257,2.09999990463257,NA,NA,2009,"2006-08-05",1067,3,"LAB",1,"BrM",1497,51.2,12107.66849,12107.66849,1,"09:54:00",594,4.5509424385,"Dom",1497,0.322896004863813,0.777803717781335,1.11853676751865
"2213",4887,2006,104,3476,"2010-08-05","CN",7073,75,NA," 08:28:00",16.5,26.2999992370605,NA,70,36.7999992370605,NA,NA,7.09999990463257,4.90000009536743,0,1,2010,"2006-08-05",1461,4,"DR",1,"BrM",1497,51.2,11237.16527,11237.16527,1,"08:28:00",508,3.4374523775,"Dom",1497,0.739294978315799,1.2480861082007,1.02481483788023
"2214",4888,2006,90,2275,"2009-01-07","CN",6405,112,NA," 11:42:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"2006-08-15",876,3,"JW",1,"BrM",1874,78,5248.064441,5248.064441,1,"11:42:00",702,3.28909595685714,"Dom",1874,NA,NA,NA
"2215",4888,2006,82,2087,"2007-07-18","CN",6114,77,NA," 12:09:00",17.5,25.2999992370605,NA,71,37.9000015258789,NA,NA,2.20000004768372,0.800000011920929,NA,NA,2007,"2006-08-15",337,1,"PS",1,"AB",1874,52.1,17358.30983,17358.30983,1,"12:09:00",729,2.00111878428571,"Sub",1874,1.57209292521977,1.71836849862007,0.0875991166909504
"2216",4888,2006,92,2406,"2009-07-07","CN",6719,77,NA," 11:57:00",17.5,25.8999996185303,NA,71,37.7999992370605,NA,NA,1.89999997615814,1.60000002384186,NA,NA,2009,"2006-08-15",1057,3,"LAB",1,"BrM",1874,52.1,56126.3765,56126.3765,1,"11:57:00",717,4.5509424385,"Dom",1874,1.57209292521977,1.71836849862007,0.649928906924011
"2217",4888,2006,85,2240,"2008-01-12","CN",6248,77,NA," 10:40:00",17.2000007629395,26.1000003814697,NA,72,38.0999984741211,NA,NA,3.59999990463257,2.09999990463257,NA,NA,2008,"2006-08-15",515,2,"JC",1,"B",1874,NA,NA,NA,1,"10:40:00",640,1.83148956078571,"Sub",1874,1.32225417652303,2.18865088903943,0.83737276620067
"2218",4889,2006,77,1955,"2007-01-05","CN",5665,7,NA," 11:55:00",14.5,26.6000003814697,NA,68,36.2999992370605,NA,NA,0,0,NA,NA,2007,"2006-08-10",148,1,"CE",1,"ABX",172,NA,NA,NA,1,"11:55:00",715,2.69293973207143,"Sub",172,-0.926300915492145,0.30752132736197,1.30598062679531
"2219",4890,2006,116,4206,"2012-06-05","CN",7911,39,NA," 14:50:00",16.1000003814697,25.1000003814697,NA,70,37.2000007629395,NA,NA,3,2.79999995231628,2,1,2012,"2006-08-14",2122,6,"SAK",1,"BrM",3333,28.1,9061.506484,9061.506484,1,"14:50:00",890,4.47840260407143,"Dom",3125,0.406176117241395,1.2480861082007,-0.0998429549886113
"2220",4890,2006,118,4543,"2013-02-02","CN",8190,39,NA," 15:58:00",16,NA,NA,70,37,NA,NA,1.60000002384186,2.40000009536743,1,2,2013,"2006-08-14",2364,7,"SH",1,"BrM",3333,28.1,15242.08392,15242.08392,1,"15:58:00",958,4.09578878607143,"Dom",3125,0.322896004863813,1.2480861082007,NA
"2221",4890,2006,85,2142,"2008-01-31","CN",6299,39,NA," 16:45:00",16.2000007629395,25.1000003814697,NA,71,38,NA,NA,2.40000009536743,1.70000004768372,NA,NA,2008,"2006-08-14",535,2,"JC",1,"ABX",3333,NA,NA,NA,1,"16:45:00",1005,1.83148956078571,"Sub",3125,0.489456229619056,1.71836849862007,-0.0998429549886113
"2222",4890,2006,90,2274,"2009-01-07","CN",6403,39,"N"," 10:00:00",15.5,25.6000003814697,NA,70,37.2000007629395,NA,NA,2,3.5,NA,2,2009,"2006-08-14",877,3,"MH",1,"BrM",3333,28.1,3836.344744,3836.344744,1,"10:00:00",600,3.28909595685714,"Dom",3125,-0.0935029685881728,1.2480861082007,0.36876490560603
"2223",4890,2006,122,4877,"2013-09-23","CN",8492,39,NA," 12:24:00",16.2000007629395,25.5,NA,70.5,37,NA,NA,2.20000004768372,2.59999990463257,1,2,2013,"2006-08-14",2597,7,"SAK",1,"BrM",3333,28.1,12129.81491,12129.81491,1,"12:24:00",744,3.25588827135714,"Dom",3125,0.489456229619056,1.48322730341038,0.2750429759677
"2224",4890,2006,87,2165,"2008-07-17","CN",6351,24,NA," 16:02:00",16.2000007629395,25.1000003814697,NA,70,37.2999992370605,NA,NA,2.20000004768372,2,NA,NA,2008,"2006-08-14",703,2,"JC",1,"ABX",3333,18,1353.503049,1353.503049,1,"16:02:00",962,2.59212595028571,"Sub",3125,0.489456229619056,1.2480861082007,-0.0998429549886113
"2225",4890,2006,105,3680,"2011-09-17","CN",7382,39,NA," 14:25:00",16.6000003814697,25.2999992370605,NA,69,36.9000015258789,NA,NA,3.20000004768372,2.40000009536743,0,2,2011,"2006-08-14",1860,5,"SAK",1,"BrM",3333,28.1,42700.41813,42700.41813,1,"14:25:00",865,9.22112790171429,"Dom",3125,0.822575090693381,0.777803717781335,0.0875991166909504
"2226",4892,2006,82,2091,"2007-07-25","CN",6143,28,NA," 07:31:00",16.1000003814697,25.7000007629395,NA,68,37.2000007629395,NA,NA,3,1.70000004768372,NA,NA,2007,"2006-08-14",345,1,"PS",1,"ABX",2759,22,9346.320361,9346.320361,1,"07:31:00",451,2.00111878428571,"Sub",2604,0.406176117241395,0.30752132736197,0.462486835244449
"2227",4892,2006,122,4882,"2013-09-27","CN",8496,173,NA," 09:30:00",16.3999996185303,25.7999992370605,NA,66.5,37,NA,NA,3.20000004768372,3,2,1,2013,"2006-08-14",2601,7,"SAK",1,"BrM",2759,116,48327.34692,48327.34692,1,"09:30:00",570,3.25588827135714,"Dom",2604,0.656014865938218,-0.397902258267078,0.556206977285591
"2228",4892,2006,122,4818,"2013-08-23","CN",8427,95,NA," 15:38:00",17,25.7999992370605,NA,67,37.2000007629395,NA,NA,3.90000009536743,4,1,2,2013,"2006-08-14",2566,7,"MB",1,"BrM",2759,64,2622.700641,2622.700641,1,"15:38:00",938,3.25588827135714,"Dom",2604,1.15569395176779,-0.162761063057395,0.556206977285591
"2229",4892,2006,116,4342,"2012-09-17","CN",8030,173,NA," 14:42:00",17.8999996185303,25.6000003814697,NA,67,37.0999984741211,NA,NA,3.5,2.20000004768372,2,3,2012,"2006-08-14",2226,6,"SAK",1,"BrM",2759,116,11711.47757,11711.47757,1,"14:42:00",882,4.47840260407143,"Dom",2604,1.90521178629418,-0.162761063057395,0.36876490560603
"2230",4892,2006,105,3633,"2011-09-01","CN",7302,173,NA," 11:00:00",15.8999996185303,25.7000007629395,NA,65,37.0999984741211,NA,NA,3.70000004768372,3.59999990463257,1,2,2011,"2006-08-14",1844,5,"SAK",1,"BrM",2759,116,27315.92288,27315.92288,1,"11:00:00",660,9.22112790171429,"Dom",2604,0.239615892486233,-1.10332584389613,0.462486835244449
"2231",4892,2006,104,3452,"2010-07-27","CN",7070,173,NA," 14:54:00",16.5,26,NA,67,37.4000015258789,NA,NA,3.70000004768372,5.09999990463257,1,2,2010,"2006-08-14",1443,4,"MH",1,"BrM",2759,116,29681.02248,29681.02248,1,"14:54:00",894,3.4374523775,"Dom",2604,0.739294978315799,-0.162761063057395,0.743650836562341
"2232",4894,2006,87,2172,"2008-07-23","CN",6551,110,NA," 10:31:00",17.7999992370605,25.7000007629395,NA,71,37.4000015258789,NA,NA,2.5,2.29999995231628,NA,NA,2008,"2006-08-15",708,2,"JC",1,"BrM",754,77,26537.97426,26537.97426,1,"10:31:00",631,2.59212595028571,"Dom",754,1.82193167391651,1.71836849862007,0.462486835244449
"2233",4894,2006,82,2090,"2007-07-24","CN",6141,71,NA," 11:17:00",16.2000007629395,25.3999996185303,NA,69,37.7000007629395,NA,NA,2.79999995231628,1.79999995231628,NA,NA,2007,"2006-08-15",343,1,"PS",1,"ABX",754,50,3895.021193,3895.021193,1,"11:17:00",677,2.00111878428571,"Sub",754,0.489456229619056,0.777803717781335,0.18132104632937
"2234",4894,2006,85,2242,"2008-01-16","CN",6255,71,NA," 10:27:00",16.8999996185303,25.5,NA,70,38,NA,NA,2.70000004768372,2.79999995231628,NA,NA,2008,"2006-08-15",519,2,"JC",1,"ABX",754,NA,NA,NA,1,"10:27:00",627,1.83148956078571,"Sub",754,1.0724138393902,1.2480861082007,0.2750429759677
"2235",4896,2006,116,4343,"2012-09-22","CN",8041,48,NA," 09:46:00",16,24.5,NA,65,36.7999992370605,NA,NA,2.29999995231628,1.20000004768372,2,2,2012,"2006-08-15",2230,6,"SAK",1,"BrF",4054,33.1,17830.2528,17830.2528,0,"09:46:00",586,4.47840260407143,"Dom",3332,0.322896004863813,-1.10332584389613,-0.662172745221582
"2236",4896,2006,104,3516,"2010-09-03","CN",7147,51,NA," 13:55:00",15,25.1000003814697,NA,68,37.5999984741211,NA,NA,2.29999995231628,1.60000002384186,1,1,2010,"2006-08-15",1480,4,"MH",1,"BrF",4054,35,28835.48319,28835.48319,0,"13:55:00",835,3.4374523775,"Dom",3332,-0.509901942040159,0.30752132736197,-0.0998429549886113
"2237",4896,2006,90,2287,"2009-01-22","CN",6448,48,NA," 15:10:00",16.2999992370605,24.7999992370605,NA,67,37.5999984741211,NA,NA,4.30000019073486,1,NA,5,2009,"2006-08-15",891,3,"MH",1,"BrF",4054,33.1,21663.17422,21663.17422,0,"15:10:00",910,3.28909595685714,"Dom",3332,0.572734753560556,-0.162761063057395,-0.38100874390369
"2238",4896,2006,85,2135,"2008-01-17","CN",6266,47,NA," 09:07:00",15,24.3999996185303,NA,67,38,NA,NA,2.5,2,NA,NA,2008,"2006-08-15",520,2,"JC",1,"BrF",4054,NA,NA,NA,0,"09:07:00",547,1.83148956078571,"Dom",3332,-0.509901942040159,-0.162761063057395,-0.755894674859912
"2239",4897,2006,85,2244,"2008-01-21","CN",6280,4,NA," 12:53:00",16.1000003814697,26.2999992370605,NA,69,37,NA,NA,3,2.90000009536743,NA,NA,2008,"2006-08-13",526,2,"JC",1,"BrM",1314,NA,NA,NA,1,"12:53:00",773,1.83148956078571,"Dom",1314,0.406176117241395,0.777803717781335,1.02481483788023
"2240",4897,2006,87,2161,"2008-07-15","CN",6334,25,NA," 11:34:00",16.5,26.2999992370605,NA,70,37.0999984741211,NA,NA,3.29999995231628,3.40000009536743,NA,NA,2008,"2006-08-13",702,2,"JC",1,"BrM",1314,19,2600.15026,2600.15026,1,"11:34:00",694,2.59212595028571,"Dom",1314,0.739294978315799,1.2480861082007,1.02481483788023
"2241",4897,2006,92,2398,"2009-06-19","CN",6697,25,NA," 15:14:00",15.8999996185303,26.2999992370605,NA,70,36.7000007629395,NA,NA,1.89999997615814,1.70000004768372,NA,NA,2009,"2006-08-13",1041,3,"MH",1,"BrM",1314,19,12083.60798,12083.60798,1,"15:14:00",914,4.5509424385,"Dom",1314,0.239615892486233,1.2480861082007,1.02481483788023
"2242",4898,2006,77,1979,"2007-01-24","CN",5694,67,NA," 14:00:00",14.3999996185303,24.3999996185303,NA,65,36.4000015258789,NA,NA,0,0,NA,NA,2007,"2006-08-18",159,1,"CE",1,"ABX",552,NA,NA,NA,0,"14:00:00",840,2.69293973207143,"Sub",552,-1.00958102786973,-1.10332584389613,-0.755894674859912
"2243",4902,2006,82,2112,"2007-08-20","CN",6190,9,NA," 11:13:00",16.7999992370605,25.2000007629395,NA,68,37,NA,NA,3,1.5,NA,NA,2007,"2006-08-24",361,1,"PS",1,"ABX",NA,6,4973.081234,4973.081234,1,"11:13:00",673,2.00111878428571,"Sub",1865,0.989133727012542,0.30752132736197,-0.00612102535019165
"2244",4902,2006,85,2131,"2008-01-08","CN",6230,11,NA," 17:31:00",16.8999996185303,26.5,NA,68,36.9000015258789,NA,NA,3.20000004768372,2.79999995231628,NA,NA,2008,"2006-08-24",502,2,"JC",1,"BrM",NA,NA,NA,NA,1,"17:31:00",1051,1.83148956078571,"Dom",1865,1.0724138393902,0.30752132736197,1.21225869715698
"2245",4904,2006,116,4381,"2012-09-15","CN",8021,88,NA," 09:07:00",15.8999996185303,24.8999996185303,NA,65,36,NA,NA,3.09999990463257,1.79999995231628,2,2,2012,"2006-08-20",2218,6,"SAK",1,"BrF",3327,59.1,8151.580193,8151.580193,0,"09:07:00",547,4.47840260407143,"Dom",3119,0.239615892486233,-1.10332584389613,-0.287286814265271
"2246",4904,2006,125,9332,"2014-07-17","CN",8741,88,"Y"," 15:49:00",17.8999996185303,25.3999996185303,NA,65,35.9000015258789,NA,NA,NA,NA,1,NA,2014,"2006-08-20",2888,8,"MB",1,"BrF",3327,59.1,3757.053404,3757.053404,0,"15:49:00",949,4.45790002828571,"Dom",3119,1.90521178629418,-1.10332584389613,0.18132104632937
"2247",4904,2006,116,4344,"2012-09-23","CN",8047,88,NA," 15:30:00",15.8000001907349,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2012,"2006-08-20",2226,6,"SAK",1,"BrF",3327,59.1,8151.580193,8151.580193,0,"15:30:00",930,4.47840260407143,"Dom",3119,0.156336574326652,NA,NA
"2248",4904,2006,87,2379,"2008-08-12","CN",6634,43,NA," 10:50:00",15.6000003814697,24.7000007629395,NA,66,36.2000007629395,NA,NA,2,2.09999990463257,NA,NA,2008,"2006-08-20",723,2,"JC",1,"AB",3327,30.2,7553.768545,7553.768545,0,"10:50:00",650,2.59212595028571,"Sub",3119,-0.0102228562105927,-0.63304345347676,-0.474728885944833
"2249",4904,2006,82,2235,"2007-08-28","CN",6206,43,NA," 10:22:00",14.6999998092651,24.1000003814697,NA,67,36.2999992370605,NA,NA,2.09999990463257,1.20000004768372,NA,NA,2007,"2006-08-20",373,1,"PS",1,"ABX",3327,30.2,11438.16193,11438.16193,0,"10:22:00",622,2.00111878428571,"Sub",3119,-0.759741484954984,-0.162761063057395,-1.03705867617789
"2250",4904,2006,122,4798,"2013-08-17","CN",8416,88,NA," 08:37:00",15,24.8999996185303,NA,64,36.2999992370605,NA,NA,2,1.79999995231628,1,3,2013,"2006-08-20",2554,7,"HE",1,"BrF",3327,59.1,21891.56821,21891.56821,0,"08:37:00",517,3.25588827135714,"Dom",3119,-0.509901942040159,-1.57360823431549,-0.287286814265271
"2251",4910,2006,85,2244,"2008-01-21","CN",6281,4,NA," 10:14:00",13.6999998092651,24.2000007629395,NA,66,36,NA,NA,2.5,1.79999995231628,NA,NA,2008,"2006-09-01",507,2,"JC",1,"ABX",1113,NA,NA,NA,0,"10:14:00",614,1.83148956078571,"Sub",1113,-1.59253943185896,-0.63304345347676,-0.943336746539473
"2252",4910,2006,82,2225,"2007-07-23","CN",6135,168,NA," 10:52:00",13.6999998092651,23.3999996185303,NA,65,36,NA,NA,2,1.20000004768372,NA,NA,2007,"2006-09-01",325,1,"PS",1,"ABX",1113,111,7340.22843,7340.22843,0,"10:52:00",652,2.00111878428571,"Sub",1113,-1.59253943185896,-1.10332584389613,-1.69311039604919
"2253",4912,2006,82,2231,"2007-08-17","CN",6183,86,NA," 09:42:00",15.1000003814697,23.6000003814697,NA,65,36,NA,NA,2.5,1,NA,NA,2007,"2006-09-01",350,1,"PS",1,"ABX",737,58,2904.123379,2904.123379,0,"09:42:00",582,2.00111878428571,"Sub",737,-0.426621829662579,-1.10332584389613,-1.50566653677253
"2254",4912,2006,85,2239,"2008-01-11","CN",6244,75,NA," 11:38:00",14.6999998092651,23.3999996185303,NA,67,36.0999984741211,NA,NA,2.29999995231628,1.60000002384186,NA,NA,2008,"2006-09-01",497,2,"JC",1,"ABX",737,NA,NA,NA,0,"11:38:00",698,1.83148956078571,"Sub",737,-0.759741484954984,-0.162761063057395,-1.69311039604919
"2255",4915,2006,82,2231,"2007-08-17","CN",6184,86,NA," 09:30:00",17,25.6000003814697,NA,69,37.0999984741211,NA,NA,3.20000004768372,0.5,NA,NA,2007,"2006-09-01",350,1,"PS",1,"ABX",380,58,2904.123379,2904.123379,1,"09:30:00",570,2.00111878428571,"Sub",380,1.15569395176779,0.777803717781335,0.36876490560603
"2256",4917,2006,82,2233,"2007-08-21","CN",6192,75,NA," 10:20:00",14.1999998092651,24.5,NA,68,36.4000015258789,NA,NA,3,1.5,NA,NA,2007,"2006-09-01",354,1,"PS",1,"ABX",4212,51.2,4780.143159,4780.143159,0,"10:20:00",620,2.00111878428571,"Sub",3836,-1.17614045840697,0.30752132736197,-0.662172745221582
"2257",4917,2006,82,2236,"2007-08-29","CN",6213,16,NA," 08:42:00",14,24.1000003814697,NA,67,36.7999992370605,NA,NA,2.20000004768372,0.899999976158142,NA,NA,2007,"2006-09-01",362,1,"PS",1,"ABX",4212,11,15913.75238,15913.75238,0,"08:42:00",522,2.00111878428571,"Sub",3836,-1.34269988894413,-0.162761063057395,-1.03705867617789
