"","BirdID","Status","FieldPeriodID","BirthDate","Island","PeriodYear","birthyear","PeriodYearEnd","age","age_date","survival","SexEstimate","newstat","agefirstrepro","lifespan","occasionyear","PeriodStart","PeriodEnd","season","seasonlength","no_st","fp_na","avg_bug","statbefore","yearlytq","yearlytq_corr","Year"
"8190",1916,"BrM",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Dom",1,2377,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8191",1916,"BrM",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Dom",1,2377,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8192",1916,"BrM",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Dom",1,2377,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8193",1916,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,2377,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8194",1916,"BrM",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,1,"Dom",1,2377,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8195",1916,"BrM",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,1,"Dom",1,2377,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8196",1916,"NS",8,NA,NA,1988,1981,1989,8,NA,0,1,"dead",1,2377,1988,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8197",1917,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,3045,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8198",1917,"BrF",3,"1981-07-26","CN",1983,1981,1983,2,855,1,0,"Dom",1,3045,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8199",1917,"NS",12,NA,NA,1990,1981,1990,9,NA,0,0,"dead",1,3045,1990,NA,NA,NA,NA,1,TRUE,2.6524428182,"Dom",NA,NA,NA
"8200",1917,"BrF",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,0,"Dom",1,3045,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8201",1917,"BrF",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,0,"Dom",1,3045,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8202",1917,"BrF",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,0,"Dom",1,3045,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8203",1917,"BrF",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,0,"Dom",1,3045,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8204",1917,"BrF",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,0,"Dom",1,3045,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8205",1917,"BrF",10,"1981-07-26","CN",1989,1981,1989,8,3045,1,0,"Dom",1,3045,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"8206",1918,"ABX",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Sub",1,855,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8207",1918,"NS",4,NA,NA,1984,1981,1984,3,NA,0,1,"dead",1,855,1984,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"8208",1918,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,855,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8209",1919,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,855,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8210",1919,"ABX",3,"1981-07-26","CN",1983,1981,1983,2,855,1,0,"Sub",1,855,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8211",1919,"NS",4,NA,NA,1984,1981,1984,3,NA,0,0,"dead",1,855,1984,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"8212",1920,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,1158,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8213",1920,"BrM",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Dom",1,1158,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8214",1920,"BrM",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Dom",1,1158,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8215",1920,"NS",5,NA,NA,1985,1981,1985,4,NA,0,1,"dead",1,1158,1985,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8216",1921,"NS",10,NA,NA,1989,1981,1990,9,NA,0,0,"dead",1,2798,1989,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8217",1921,"BrF",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,0,"Dom",1,2798,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8218",1921,"BrF",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,0,"Dom",1,2798,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8219",1921,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,2798,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8220",1921,"BrF",3,"1981-07-26","CN",1983,1981,1983,2,855,1,0,"Dom",1,2798,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8221",1921,"BrF",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,0,"Dom",1,2798,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8222",1921,"BrF",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,0,"Dom",1,2798,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8223",1921,"BrF",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,0,"Dom",1,2798,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8224",1922,"BrM",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,1,"Dom",1,2377,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8225",1922,"BrM",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,1,"Dom",1,2377,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8226",1922,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,2377,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8227",1922,"BrM",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Dom",1,2377,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8228",1922,"NSA",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Sub",1,2377,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8229",1922,"BrM",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Dom",1,2377,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Sub",NA,NA,NA
"8230",1922,"NS",8,NA,NA,1988,1981,1989,8,NA,0,1,"dead",1,2377,1988,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8231",1923,"NS",8,NA,NA,1988,1981,1989,8,NA,0,0,"dead",1,2377,1988,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8232",1923,"BrF",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,0,"Dom",1,2377,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Sub",NA,NA,NA
"8233",1923,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,2377,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8234",1923,"BrF",3,"1981-07-26","CN",1983,1981,1983,2,855,1,0,"Dom",1,2377,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8235",1923,"NSA",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,0,"Sub",1,2377,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8236",1923,"BrF",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,0,"Dom",1,2377,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8237",1923,"BrF",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,0,"Dom",1,2377,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8238",1924,"BrM",10,"1981-07-26","CN",1989,1981,1989,8,3045,1,1,"Dom",1,3335,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"8239",1924,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,3335,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8240",1924,"BrM",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Dom",1,3335,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8241",1924,"BrM",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Dom",1,3335,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8242",1924,"BrM",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Dom",1,3335,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8243",1924,"BrM",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,1,"Dom",1,3335,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8244",1924,"BrM",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,1,"Dom",1,3335,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8245",1924,"BrM",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,1,"Dom",1,3335,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8246",1924,"BrM",12,"1981-07-26","CN",1990,1981,1990,9,3335,1,1,"Dom",1,3335,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",69741.3464,34870.6732,1990
"8247",1924,"NS",14,NA,NA,1991,1981,1991,10,NA,0,1,"dead",1,3335,1991,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8248",1925,"BrF",3,"1981-07-26","CN",1983,1981,1983,2,855,1,0,"Dom",1,2377,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8249",1925,"BrF",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,0,"Dom",1,2377,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8250",1925,"BrF",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,0,"Dom",1,2377,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8251",1925,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,2377,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8252",1925,"BrF",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,0,"Dom",1,2377,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8253",1925,"BrF",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,0,"Dom",1,2377,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8254",1925,"NS",8,NA,NA,1988,1981,1989,8,NA,0,0,"dead",1,2377,1988,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8255",1926,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,3045,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8256",1926,"NSA",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Sub",1,3045,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8257",1926,"BrM",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,1,"Dom",1,3045,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8258",1926,"BrM",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,1,"Dom",1,3045,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8259",1926,"BrM",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Dom",1,3045,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"8260",1926,"BrM",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Dom",1,3045,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8261",1926,"NS",12,NA,NA,1990,1981,1990,9,NA,0,1,"dead",1,3045,1990,NA,NA,NA,NA,1,TRUE,2.6524428182,"Dom",NA,NA,NA
"8262",1926,"BrM",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,1,"Dom",1,3045,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8263",1926,"BrM",10,"1981-07-26","CN",1989,1981,1989,8,3045,1,1,"Dom",1,3045,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"8264",1927,"NSA",3,"1981-07-26","CN",1983,1981,1983,2,855,1,0,"Sub",1,3335,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8265",1927,"BrF",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,0,"Dom",1,3335,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"8266",1927,"BrF",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,0,"Dom",1,3335,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8267",1927,"BrF",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,0,"Dom",1,3335,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8268",1927,"BrF",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,0,"Dom",1,3335,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8269",1927,"BrF",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,0,"Dom",1,3335,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8270",1927,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,3335,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8271",1927,"NS",14,NA,NA,1991,1981,1991,10,NA,0,0,"dead",1,3335,1991,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8272",1927,"BrF",10,"1981-07-26","CN",1989,1981,1989,8,3045,1,0,"Dom",1,3335,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"8273",1927,"BrF",12,"1981-07-26","CN",1990,1981,1990,9,3335,1,0,"Dom",1,3335,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",38420.95555,19210.47777,1990
"8274",1928,"ABX",2,"1981-11-28","CN",1982,1981,1982,1,378,1,NA,"Sub",NA,1460,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8275",1928,"NSA",3,"1981-11-28","CN",1983,1981,1983,2,730,1,NA,"Sub",NA,1460,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Sub",NA,NA,NA
"8276",1928,"NS",6,NA,NA,1986,1981,1986,5,NA,0,NA,"dead",NA,1460,1986,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"8277",1928,"ABX",5,"1981-11-28","CN",1985,1981,1985,4,1460,1,NA,"Sub",NA,1460,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Sub",NA,NA,NA
"8278",1928,"ABX",4,"1981-11-28","CN",1984,1981,1984,3,1033,1,NA,"Sub",NA,1460,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"8279",1929,"BrM",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Dom",1,3335,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8280",1929,"BrM",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Dom",1,3335,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8281",1929,"NS",14,NA,NA,1991,1981,1991,10,NA,0,1,"dead",1,3335,1991,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"8282",1929,"BrM",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,1,"Dom",1,3335,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8283",1929,"BrM",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,1,"Dom",1,3335,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8284",1929,"BrM",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Dom",1,3335,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8285",1929,"BrM",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,1,"Dom",1,3335,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8286",1929,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,3335,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8287",1929,"BrM",10,"1981-07-26","CN",1989,1981,1989,8,3045,1,1,"Dom",1,3335,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"8288",1929,"TBrM",12,"1981-07-26","CN",1990,1981,1990,9,3335,1,1,NA,1,3335,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,NA,NA,NA,NA
"8289",1930,"NS",3,NA,NA,1983,1981,1983,2,NA,0,0,"dead",1,503,1983,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8290",1930,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,503,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8291",1931,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,2798,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8292",1931,"NS",10,NA,NA,1989,1981,1990,9,NA,0,1,"dead",1,2798,1989,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8293",1931,"BrM",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,1,"Dom",1,2798,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8294",1931,"BrM",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Dom",1,2798,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8295",1931,"NSA",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Sub",1,2798,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8296",1931,"BrM",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,1,"Dom",1,2798,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Sub",NA,NA,NA
"8297",1931,"BrM",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Dom",1,2798,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8298",1931,"BrM",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,1,"Dom",1,2798,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8299",1932,"NSA",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Sub",1,3335,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"8300",1932,"BrM",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Dom",1,3335,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Sub",NA,NA,NA
"8301",1932,"BrM",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,1,"Dom",1,3335,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8302",1932,"BrM",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,1,"Dom",1,3335,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8303",1932,"BrM",10,"1981-07-26","CN",1989,1981,1989,8,3045,1,1,"Dom",1,3335,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"8304",1932,"BrM",12,"1981-07-26","CN",1990,1981,1990,9,3335,1,1,"Dom",1,3335,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",53699.73776,26849.86888,1990
"8305",1932,"BrM",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,1,"Dom",1,3335,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8306",1932,"NS",14,NA,NA,1991,1981,1991,10,NA,0,1,"dead",1,3335,1991,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8307",1932,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,3335,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8308",1932,"NSA",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Sub",1,3335,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8309",1933,"NS",3,NA,NA,1983,1981,1983,2,NA,0,0,"dead",1,503,1983,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8310",1933,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,503,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8311",1934,"ABX",2,"1981-11-28","CN",1982,1981,1982,1,378,1,NA,"Sub",NA,378,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8312",1934,"NS",3,NA,NA,1983,1981,1983,2,NA,0,NA,"dead",NA,378,1983,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"8313",1935,"ABX",2,"1981-11-28","CN",1982,1981,1982,1,378,1,NA,"Sub",NA,378,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8314",1935,"NS",3,NA,NA,1983,1981,1983,2,NA,0,NA,"dead",NA,378,1983,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"8315",1936,"FL",2,"1982-05-27","CN",1982,1982,1982,0,198,1,NA,"Sub",NA,198,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8316",1936,"NS",3,NA,NA,1983,1982,1983,1,NA,0,NA,"dead",NA,198,1983,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"8317",1937,"BrM",12,"1981-07-26","CN",1990,1981,1990,9,3335,1,1,"Dom",1,3335,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",62967.94111,31483.97055,1990
"8318",1937,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,3335,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8319",1937,"BrM",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Dom",1,3335,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8320",1937,"BrM",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Dom",1,3335,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8321",1937,"BrM",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Dom",1,3335,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"8322",1937,"BrM",6,"1981-07-26","CN",1986,1981,1986,5,1958,1,1,"Dom",1,3335,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"8323",1937,"BrM",7,"1981-07-26","CN",1987,1981,1988,7,2377,1,1,"Dom",1,3335,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"8324",1937,"BrM",8,"1981-07-26","CN",1988,1981,1989,8,2798,1,1,"Dom",1,3335,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"8325",1937,"BrM",10,"1981-07-26","CN",1989,1981,1989,8,3045,1,1,"Dom",1,3335,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"8326",1937,"NS",14,NA,NA,1991,1981,1991,10,NA,0,1,"dead",1,3335,1991,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8327",1938,"NS",14,NA,NA,1991,1981,1991,10,NA,0,0,"dead",1,3335,1991,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"8328",1938,"BrF",2,"1981-07-26","CN",1982,1981,1982,1,503,1,0,"Dom",1,3335,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"8329",1938,"BrF",3,"1981-07-26","CN",1983,1981,1983,2,855,1,0,"Dom",1,3335,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"8330",1938,"BrF",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,0,"Dom",1,3335,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"8331",1938,"BrF",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,0,"Dom",1,3335,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
